NPC显示类型	战斗站立	警戒站立	普通站立	行走	奔跑	被击	格档	闪避	击退	击倒	死亡	爬起	攻击1	攻击2	暴击
玫瑰花粉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花小苗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花苗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花骨朵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鬼蜮姥姥	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
董迦明	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
马贼头目	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
马贼喽啰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
经验兔子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝石兔子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
经验凤凰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝石凤凰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
经验火麒麟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝石火麒麟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
经验食人花	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝石食人花	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
经验牦牛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝石牦牛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
经验琴仙子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宝石琴仙子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
多蜜花果树小	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
多蜜花果树中	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
多蜜花果树大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
北绿林令	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
逐影枪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
绝情石	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
外院总管腰牌	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
内院总管腰牌	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
越女剑	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
庄主金印	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
长老指环	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
装备兔子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
装备凤凰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
装备火麒麟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
装备食人花	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
装备牦牛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
装备琴仙子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随小年兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随小白兔	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随马猴	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随小野猪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随白头雕	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随子夜虎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随黑猩猩	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随夜叉鸦	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
跟随剑魂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
牛郎	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
织女	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
喜鹊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
轿子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
酒席	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
媒婆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
喜娘	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
商人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鼓手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唢呐手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
喜鹊右	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
喜鹊左	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑奴	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
裴航	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
柳毅	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红线	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠狂刀贺景胜	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
伙头军聂大锤	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
步非烟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑奴留下的箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
裴航留下的箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
柳毅留下的箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
红线留下的箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
贺景胜的铁箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
聂大锤的铁箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
步非烟的百宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
刘铁匠	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
夏天	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
阿松	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
阿为	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
铁羊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
阴铭	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
猴盾	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
趴趴熊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
光无极	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小刘铁匠	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小夏天	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小阿松	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小阿为	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小铁羊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小阴铭	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小猴盾	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小趴趴熊	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小光无极	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
重阳花1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
重阳花2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
重阳花3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树1a	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树1b	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树1c	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树1d	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树2a	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树2b	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树2c	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树2d	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树3a	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树3b	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树3c	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树3d	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树4a	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树4b	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树4c	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
圣诞树4d	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
青书	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玄真	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨延德	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
慧明	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐喜	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
黄正一	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
古墨	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高手的包裹	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
兔小丫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小白公猪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小白母猪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小黑公猪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小黑母猪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小金公猪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
小金母猪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
华山箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋军元帅	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋军将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋军先锋	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋强弩兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋精兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽硬弓兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽勇士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋军都尉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽军都尉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽军将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽军先锋	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋军都统	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽军都统	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽军元帅	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中立武将	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋难民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽难民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
土民首领	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
土民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
炮台守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
环保土民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
狂暴的土民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
仇恨的土民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
愤怒的土民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
中军火炮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋军火炮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽军火炮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
土民弓箭手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
宋军箭塔	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
辽军箭塔	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
高级粮草垛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
被解救的宋难民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
被解救的辽难民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
山贼头目	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
山贼喽罗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
难民	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
战场宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
废弃的火炮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
活动透明人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆狼皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆虎皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆蛇皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆狐皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆白虎之皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆熊皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆鸾鸟羽披	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆山狮之皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆朱雀之羽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆灵鳌之皮	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆兔毛	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆蚕丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆五色丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆狼蛛丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆血蚕丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆灵蛛丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆金蚕丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆冷虫丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆天蚕丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一捆彩云丝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆精铁	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆百炼钢	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆乌金石	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆寒铁	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆太白精金	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆玄铁	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆天青石	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆黑钨石	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆松木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆杨木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆杉木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆铁木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆梧桐木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆重木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆铁樟木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一堆铁线木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些巴豆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些藏红花	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些桔梗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些黄连	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些蝉蜕	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些田七	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些穿山甲	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一些麝香	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋光通麻	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋倾篱豆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋绕明豆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋融泽谷	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋甘蔗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋延精麦	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋淳和麦	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一袋游龙粟	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
灵符材料	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
仙符材料	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
神符材料	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烂箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
木箱子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
集灵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
挖矿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手堂香主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杀手堂副堂主	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
人屠斧鬼虐	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金牌杀手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
少林影子护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
唐门影子护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
峨嵋影子护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
丐帮影子护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
武当影子护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
杨门影子护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五毒影子护卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss41	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss42	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss5	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss61	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡boss62	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡2小怪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡3小怪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡4小怪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡5小怪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡5机关1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关卡5机关2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
紫光阁宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
替补区小怪	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
攻占旗帜红	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
攻占旗帜蓝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
城门大旗	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
城门机关	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
资源宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西北壮汉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西北烟汉	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一品堂密使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
关外高手	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
一品堂暗杀使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
盗墓人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西夏武士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西夏勇士	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
药人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
树人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠行者	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
夺宝人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
春十三娘	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
非常道人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
古阳兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
虬须客	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
独臂	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
残腿	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
兵马俑领军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镇墓兽	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镇墓领军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西夏法王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
药人首领	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
独行老驼	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使金	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使木	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使水	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使火	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行使土	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠幻象(血魔人)	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠幻象(鬼将军)	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠幻象(镇墓将军)	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠幻象(兵马俑将军)	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠幻象(古阳兽)	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
幻象原形	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
血魔人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
爪王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
药人草	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
秦不智	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
陈不为	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
马不前	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
王不凡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
昆仑男弟子	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烈阳根灰	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烈阳根黄	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烈阳根红	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
袁飞云	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
骷髅王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
怨魂之王	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
药室看守人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行阵使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
守墓人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
守墓将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
周不惑	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西北鬼将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花蓝	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
玫瑰花紫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
回风寨杂兵	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
回风寨精英	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
回风寨队长	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
马厩守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
矿山守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
粮仓守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
伐木场守卫	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
回风寨统领	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
古阳兽关卡1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
裂岩螭龙关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
赤炼火狐关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
暗日使关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
明月使关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
血魔人关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镇墓兽关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
守柱统领	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镇墓柱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鬼将军关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烛台大	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烛台中	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烛台小	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
烛台	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
东北镇墓将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
东南镇墓将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西北镇墓将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
西南镇墓将军	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鬼随从	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鬼傀儡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鬼侍从	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鬼仆人	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
药王关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
药人王关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行金使关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行木使关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行水使关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行火使关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
五行土使关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
金旗使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
木旗使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
水旗使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
火旗使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
土旗使	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠幻象关卡1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠幻象关卡2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
沙漠宝箱	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
寻宝人关卡	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
血魔人幻象	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
鬼将军幻象	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镇墓将军幻象	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
兵马俑统领幻象	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
镇墓兽幻象	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
李元庆	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
男狐妖	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
女狐仙	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
大考官兔总管	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
豪华甄子丹	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫1	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫2	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫3	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
师门秘室少林俗家守卫4	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
