Index	Level	TaskID	TaskValue	TaskInfo
287	10	1308	6	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Téc tr­ëng Miªu LÜnh nãi kh«ng râ, xem ra b»ng h÷u ph¶i vÒ §¹i Lý bµn b¹c víi <color=yellow>TrÞnh Qu¸n Chi (198.183)<color>.
288	10	1308	7	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: §¹i quan ë §¹i Lý chØ quen th©n víi <color=yellow>Cao quèc c«ng Cao Th¨ng TuyÒn (192.190)<color>, b»ng h÷u h·y ®¹t ®Õn <color=yellow>cÊp 55<color> råi quay l¹i.
289	10	1309	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi Cao Th¨ng TuyÒn (192.190), ®Õn Phông Nh·n §éng t×m <color=yellow>10 nanh Tö D¹ Hæ vµ l«ng B¹ch ®Çu ®iªu<color> ®ã sao? (®¸nh Tö D¹ Hæ vµ B¹ch ®Çu ®iªu)
290	10	1309	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: §Ó lµm gi¶ Phông Hoµng Linh, b»ng h÷u mau ®Õn T­¬ng D­¬ng gÆp <color=yellow>M¹c Tam (167.182)<color>.
291	10	1309	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>:B»ng h÷u ®· nhËn ®­îc Phông Hoµng Linh, h·y mau ®Õn Phông Nh·n §éng gäi Phông Hoµng ra ®Ó diÖt. NÕu kh«ng kÞp thêi gian, h·y vÒ gÆp <color=yellow>M¹c Tam<color>!
292	10	1309	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>:B»ng h÷u ®· ®¸nh b¹i Phông Hoµng, h·y vÒ gÆp <color=yellow>Cao Th¨ng TuyÒn<color>.
293	10	1309	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: <color=yellow>Quèc s­ §¹i Lý §æng Giµ La (190.177)<color> nghe nãi b»ng h÷u lµ ng­êi thÝch hµnh hiÖp, muèn hái th¨m, sao b»ng h÷u cßn ë ®©y
294	10	1309	6	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi Quèc s­ §¹i Lý §æng Giµ La (190.177) ®Õn D­¬ng M«n ®­a con trai §æng Ca Minh vÒ §¹i Lý ®ã sao? B»ng h÷u h·y may ®Õn <color=yellow>Thiªn Ba D­¬ng Phñ gÆp Xa Th¸i Qu©n (191.196)<color>.
295	10	1309	7	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Kh«ng ngê §æng Ca Minh lµ ng­êi con chÝ hiÕu, B»ng h÷u kh«ng ph¶i ®­a c«ng tö ®Õn Töu ®iÕm ë BiÖn Kinh, D­¬ng Ch©u, TuyÒn Ch©u, T­¬ng D­¬ng vµ Thµnh §« mua c¸c mãn ¨n h¶o h¹ng ®ã sao? NÕu vÉn ch­a dÉn §æng Ca Minh vÒ ®­îc §¹i Lý, h·y vÒ Thiªn Ba D­¬ng Phñ gÆp Xa Th¸i Qu©n (191.196).
296	10	1309	8	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Cuèi cïng ®· ®­a §æng Ca Minh vÒ ®Õn §¹i Lý, <color=yellow>Quèc s­ §¹i Lý §æng Giµ La (190.177)<color> ch¼ng ph¶i b¶o b»ng h÷u nghØ ng¬i ®ã sao? H·y ®¹t ®Õn ®¼ng cÊp 60 råi quay l¹i.
297	10	1311	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa Quèc s­ §¹i Lý §æng Giµ La (190.177) ®Õn <color=yellow>TÇng 1 B¹ch Thñy ®éng<color> tiªu diÖt <color=yellow>20 con D¬i ®éc<color> ®ã sao?
298	10	1311	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· tiªu diÖt 20 con D¬i ®éc, h·y mau vÒ §¹i Lý gÆp <color=yellow>Quèc s­ §æng Giµ La (190.177)<color>.
299	10	1311	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi Quèc s­ §¹i Lý §æng Giµ La (190.177) ®Õn <color=yellow>TÇng 1 B¹ch Thñy ®éng<color> tiªu diÖt <color=yellow>20 tªn Xi Háa ¸c t¨ng<color> ®ã sao?
300	10	1311	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· ®¸nh b¹i Xi Háa ¸c t¨ng, h·y mau vÒ gÆp <color=yellow>Quèc s­ §æng Giµ La (190.177)<color>.
301	10	1311	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· håi phôc, h·y mau vÒ gÆp <color=yellow>Quèc s­ §æng Giµ La (190.177)<color>.
302	10	1311	6	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi Quèc s­ §æng Giµ La (190.177) ®Õn <color=yellow>TÇng 2 B¹ch Thñy ®éng<color> ®¸nh b¹i <color=yellow>D¹ xoa (227.212)<color> ®ã sao?
303	10	1311	7	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>:B»ng h÷u ®· ®¸nh b¹i D¹ Xoa, h·y mau vÒ §¹i Lý gÆp <color=yellow>§æng Giµ La<color>.
304	10	1311	8	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi quèc s­ §æng Giµ La ®Õn lÊy 10 l­îng vµng tiÒn hµng cña <color=yellow>bµ chñ TrÞnh Qu¸n Chi (198.183)<color>.
305	10	1312	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi bµ chñ TrÞnh Qu¸n Chi (198.183) ®Õn ®ßi tiÒn nî cña <color=yellow>Vò N­¬ng BiÖn Kinh<color> vµ <color=yellow>Vò N­¬ng Thµnh §«<color> ®ã sao?
306	10	1315	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi bµ chñ TrÞnh Qu¸n Chi (198.183) ®Õn <color=yellow>TÇng 1 Long Nh·n ®éng trªn §iÓm Th­¬ng s¬n<color> th¸m thÝnh ®ã sao?
307	10	1315	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· dß t×m Long Nh·n ®éng, h·y mau vÒ §¹i Lý gÆp <color=yellow>Bµ chñ TrÞnh Qu¸n Chi (198.183)<color>.
308	10	1315	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi TrÞnh Qu¸n Chi (198.183) vµo <color=yellow>TÇng 1 Long Nh·n ®éng<color> lÇn l­ît tiªu diÖt <color=yellow>Kh«i Lçi §éc nh©n vµ Xi Háa tr­ëng l·o mçi lo¹i 15 tªn<color> ®Ó b¸o thï cho b¹n hµng cña bµ chñ ®ã sao?
309	10	1315	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· tiªu diÖt xong, h·y mau vÒ §¹i Lý gÆp <color=yellow>Bµ chñ TrÞnh Qu¸n Chi (198.183)<color>.
310	10	1315	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: <color=yellow>Gi¸o chñ Ngò §éc Gi¸o B¹ch Doanh Doanh (201.198)<color> ch¼ng ph¶i nhê b»ng h÷u ®ã sao? B»ng h÷u sao cßn ë ®©y?
311	10	1316	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i høa víi B¹ch Doanh Doanh (201.198) ®Õn <color=yellow>TÇng 1 Long Nh·n ®éng<color> tiªu diÖt <color=yellow>Xi Háa ®¹i tr­ëng l·o (194.185)<color> ®ã sao?
312	10	1316	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· tiªu diÖt Xi Háa ®¹i tr­ëng l·o, mau vÒ Ngò §éc gi¸o gÆp <color=yellow>Gi¸o chñ B¹ch Doanh Doanh (201.198)<color>.
313	10	1316	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i ®Õn BiÖn Kinh hái <color=yellow>B¸ch HiÓu Sinh (217.228)<color> th©n phËn cña Bµ chñ TrÞnh Qu¸n Chi ®ã sao?
314	10	1316	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Th× ra muèn biÕt th©n phËn cña TrÞnh Qu¸n Chi, b»ng h÷u ph¶i ®Õn §¹i Lý t×m <color=yellow>L­u §iÓn (180, 188)<color> ®ang thu dän cöu chÝ.
315	10	1316	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Th× ra cöu chÝ ®· bÞ <color=yellow>H¾c Tinh tinh ë B¾c T©y Song B¶n N¹p<color> xÐ thµnh nhiÒu m¶nh, B»ng h÷u kh«ng ph¶i høa víi L­u §iÓn ®Õn B¾c T©y Song B¶n N¹p ®¸nh b¹i H¾c Tinh tinh ®o¹t lÊy <color=yellow>10 m¶nh cöu chÝ §¹i Lý<color> ®ã sao?
316	10	1316	6	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Xem ra <color=yellow>Bµ chñ TrÞnh Qu¸n Chi (198.183)<color> cã kh¶ n¨ng lµ hËu nh©n cña TrÞnh ThÞ, b»ng h÷u mau ®i hái.
317	10	1316	7	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Th× ra <color=yellow>Qu¸i vËt Ma H« La Ca ë B¾c T©y Song B¶n N¹p<color> chÝnh lµ kÎ tµn s¸t TrÞnh ThÞ, B»ng h÷u kh«ng ph¶i høa víi Bµ chñ TrÞnh Qu¸n Chi (198.183) tiªu diÖt chóng ®Ó tr¶ thï ®ã sao?
318	10	1316	8	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Cuèi cïng ®· ®¸nh b¹i Ma H« La Ca, b»ng h÷u h·y mau vÒ §¹i Lý gÆp <color=yellow>Bµ chñ TrÞnh Qu¸n Chi (198.183)<color>. ViÖc ®· gi¶i quyÕt xong, ch¼ng ph¶i TrÞnh Qu¸n Chi nãi Cao Quèc C«ng cã viÖc cÇn nhê ®ã sao? B»ng h÷u sao ch­a ®Õn ®ã 1 chuyÕn?
319	10	1317	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u kh«ng ph¶i chÊp nhËn khiªu chiÕn víi Xi Háa gi¸o ®ã sao? H·y mau ®Õn <color=yellow>TÇng 2 Long Nh·n ®éng<color> ®¸nh b¹i <color=yellow>A Tu La (212.216)<color>.
320	10	1317	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: A Tu La ®· bÞ ®¸nh b¹i r¬i ra 1 mËt th­, b»ng h÷u mau më ra xem 
321	10	1317	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Trong th­ nãi Xi Háa gi¸o vµ NhÞ Hoµng Tö ë §¹i Lý cã mèi quan hÖ mËt thiÕt, sù viÖc nghiªm träng b»ng h÷u mau th«ng b¸o cho <color=yellow>Cao Th¨ng TuyÒn (192.190), Cao Quèc C«ng ë §¹i Lý<color>.
322	10	1317	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Cao Th¨ng TuyÒn kh«ng biÕt gi¶i quyÕt ra sao, chØ cßn c¸ch t×m <color=yellow>§æng Giµ La (190.177)<color>. Khuyªn b»ng h÷u ®¹t <color=yellow>cÊp 80<color> míi ®i thØnh gi¸o «ng ta.
323	10	1318	1	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u muèn gÆp NhÞ Hoµng Tö, tr­íc tiªn ph¶i ®Õn Nam T©y Song B¶n N¹p ®¸nh b¹i <color=yellow>§oµn Thõa ¢n<color>.
324	10	1318	2	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· ®¸nh b¹i §oµn Thõa ¢n, mau ®i nam T©y Song B¶n N¹p gÆp <color=yellow>NhÞ Hoµng Tö<color> ®i!
325	10	1318	3	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: ChuyÖn Xi Háa gi¸o vµ NhÞ Hoµng Tö cÊu kÕt ®Òu do ng­êi kh¸c vu c¸o, b»ng h÷u mau vÒ §¹i Lý bÈm b¸o víi quèc s­ <color=yellow>§æng Giµ La (190.177)<color>.
326	10	1318	4	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Giê ph¶i ®îi quèc s­ <color=yellow>§æng Giµ La (190.177)<color> cïng c¸c ®¹i thÇn Ðp Tam Hoµng Tö tho¸i vÞ, b»ng h÷u khi kh¸c h·y quay l¹i. <color=yellow>(Kho¶ng 20 phót)<color>
327	10	1318	5	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u ®· ®¸nh b¹i Cµn §¹t Bµ, lÊy ®­îc ph¸o hiÖu mau ®Õn t×m <color=yellow>§æng Giµ La<color> ®èi tho¹i.
328	10	1318	6	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: Ph¸o hiÖu kh«ng ch­a ®ñ cÇn cã ngßi næ, b»ng h÷u mau ®Õn <color=yellow>TÇng 2 Thiªn TÇm th¸p<color> gãc ®«ng nam ®¸nh b¹i <color=yellow>KhÈn Na La (213.200)<color> mang ngßi næ vÒ!
329	10	1318	7	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: §· ®¸nh b¹i KhÈn Na La, b»ng h÷u cã thÓ vÒ gÆp quèc s­ <color=yellow>§æng Giµ La (190.177)<color>!
330	10	1318	8	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: B»ng h÷u cã thÓ ®Õn tÇng 3 Thiªn TÇm th¸p dïng ph¸o hiÖu gäi <color=yellow>Tam Hoµng Tö<color> ra ®¸nh b¹i h¾n.
331	10	1318	9	<color=green>Nh.vô TrÞnh Qu¸n Chi<color>: §· ®¸nh b¹i Tam Hoµng Tö, b»ng h÷u cã thÓ vÒ phôc mÖnh víi quèc s­ <color=yellow>§æng Giµ La (190.177)<color>.
