ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
31051	DiÖu D­¬ng-Tª V©n Tiªn Tö Tr©m	0;103;3188;1	2	3	29		1	30753		
31052	DiÖu D­¬ng-Tª V©n Tiªn Tö Tr©m	0;103;3189;1	2	4	29		1	30754		
31053	DiÖu D­¬ng-Phi H¹ Tiªn Tö Tr©m	0;103;3190;1	2	3	30		1	30755		
31054	DiÖu D­¬ng-Phi H¹ Tiªn Tö Tr©m	0;103;3191;1	2	4	30		1	30756		
31055	DiÖu D­¬ng-§é N¹n T«n Gi¶ Bµo	0;100;3128;1	1	1	2		1	30757		
31056	DiÖu D­¬ng-§é N¹n T«n Gi¶ Bµo	0;100;3129;1	1	2	2		1	30758		
31057	DiÖu D­¬ng-§é KiÕp T«n Gi¶ Bµo	0;100;3130;1	1	1	4		1	30759		
31058	DiÖu D­¬ng-§é KiÕp T«n Gi¶ Bµo	0;100;3131;1	1	2	4		1	30760		
31059	DiÖu D­¬ng-§é ¸ch T«n Gi¶ Bµo	0;100;3132;1	1	1	3		1	30761		
31060	DiÖu D­¬ng-§é ¸ch T«n Gi¶ Bµo	0;100;3133;1	1	2	3		1	30762		
31061	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3134;1	1	1	6		1	30763		
31062	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3135;1	1	2	6		1	30764		
31063	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3136;1	2	3	6		1	30765		
31064	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Y	0;100;3137;1	2	4	6		1	30766		
31065	DiÖu D­¬ng-PhËt V©n Th¸nh C« Y	0;100;3138;1	2	3	8		1	30767		
31066	DiÖu D­¬ng-PhËt V©n Th¸nh C« Y	0;100;3139;1	2	4	8		1	30768		
31067	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« Y	0;100;3140;1	2	3	9		1	30769		
31068	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« Y	0;100;3141;1	2	4	9		1	30770		
31069	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3142;1	1	1	11		1	30771		
31070	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3143;1	1	2	11		1	30772		
31071	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3144;1	2	3	11		1	30773		
31072	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Y	0;100;3145;1	2	4	11		1	30774		
31073	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3146;1	1	1	12		1	30775		
31074	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3147;1	1	2	12		1	30776		
31075	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3148;1	2	3	12		1	30777		
31076	DiÖu D­¬ng-Du Long §Þa KhÊt Y	0;100;3149;1	2	4	12		1	30778		
31077	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3150;1	1	1	14		1	30779		
31078	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3151;1	1	2	14		1	30780		
31079	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3152;1	2	3	14		1	30781		
31080	DiÖu D­¬ng-V« Cùc Thiªn T«n Bµo	0;100;3153;1	2	4	14		1	30782		
31081	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3154;1	1	1	15		1	30783		
31082	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3155;1	1	2	15		1	30784		
31083	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3156;1	2	3	15		1	30785		
31084	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bµo	0;100;3157;1	2	4	15		1	30786		
31085	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3158;1	1	1	17		1	30787		
31086	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3159;1	1	2	17		1	30788		
31087	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3160;1	2	3	17		1	30789		
31088	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Gi¸p	0;100;3161;1	2	4	17		1	30790		
31089	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3162;1	1	1	18		1	30791		
31090	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3163;1	1	2	18		1	30792		
31091	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3164;1	2	3	18		1	30793		
31092	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Gi¸p	0;100;3165;1	2	4	18		1	30794		
31093	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3166;1	1	1	20		1	30795		
31094	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3167;1	1	2	20		1	30796		
31095	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3168;1	2	3	20		1	30797		
31096	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Y	0;100;3169;1	2	4	20		1	30798		
31097	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3170;1	1	1	21		1	30799		
31098	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3171;1	1	2	21		1	30800		
31099	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3172;1	2	3	21		1	30801		
31100	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Y	0;100;3173;1	2	4	21		1	30802		
31101	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Bµo	0;100;3174;1	1	1	23		1	30803		
31102	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Bµo	0;100;3175;1	1	2	23		1	30804		
31103	DiÖu D­¬ng-Tª V©n Tiªn Tö Y	0;100;3188;1	2	3	29		1	30805		
31104	DiÖu D­¬ng-Tª V©n Tiªn Tö Y	0;100;3189;1	2	4	29		1	30806		
31105	DiÖu D­¬ng-Phi H¹ Tiªn Tö Y	0;100;3190;1	2	3	30		1	30807		
31106	DiÖu D­¬ng-Phi H¹ Tiªn Tö Y	0;100;3191;1	2	4	30		1	30808		
31107	DiÖu D­¬ng-§é N¹n T«n Gi¶ Trang	0;101;3128;1	1	1	2		1	30809		
31108	DiÖu D­¬ng-§é N¹n T«n Gi¶ Trang	0;101;3129;1	1	2	2		1	30810		
31109	DiÖu D­¬ng-§é KiÕp T«n Gi¶ Trang	0;101;3130;1	1	1	4		1	30811		
31110	DiÖu D­¬ng-§é KiÕp T«n Gi¶ Trang	0;101;3131;1	1	2	4		1	30812		
31111	DiÖu D­¬ng-§é ¸ch T«n Gi¶ Trang	0;101;3132;1	1	1	3		1	30813		
31112	DiÖu D­¬ng-§é ¸ch T«n Gi¶ Trang	0;101;3133;1	1	2	3		1	30814		
31113	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Trang	0;101;3134;1	1	1	6		1	30815		
31114	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Trang	0;101;3135;1	1	2	6		1	30816		
31115	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Trang	0;101;3136;1	2	3	6		1	30817		
31116	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Trang	0;101;3137;1	2	4	6		1	30818		
31117	DiÖu D­¬ng-PhËt V©n Th¸nh C« QuÇn	0;101;3138;1	2	3	8		1	30819		
31118	DiÖu D­¬ng-PhËt V©n Th¸nh C« QuÇn	0;101;3139;1	2	4	8		1	30820		
31119	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« QuÇn	0;101;3140;1	2	3	9		1	30821		
31120	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« QuÇn	0;101;3141;1	2	4	9		1	30822		
31121	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Trang	0;101;3142;1	1	1	11		1	30823		
31122	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Trang	0;101;3143;1	1	2	11		1	30824		
31123	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Trang	0;101;3144;1	2	3	11		1	30825		
31124	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Trang	0;101;3145;1	2	4	11		1	30826		
31125	DiÖu D­¬ng-Du Long §Þa KhÊt Trang	0;101;3146;1	1	1	12		1	30827		
31126	DiÖu D­¬ng-Du Long §Þa KhÊt Trang	0;101;3147;1	1	2	12		1	30828		
31127	DiÖu D­¬ng-Du Long §Þa KhÊt Trang	0;101;3148;1	2	3	12		1	30829		
31128	DiÖu D­¬ng-Du Long §Þa KhÊt Trang	0;101;3149;1	2	4	12		1	30830		
31129	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3150;1	1	1	14		1	30831		
31130	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3151;1	1	2	14		1	30832		
31131	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3152;1	2	3	14		1	30833		
31132	DiÖu D­¬ng-V« Cùc Thiªn T«n Trang	0;101;3153;1	2	4	14		1	30834		
31133	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Trang	0;101;3154;1	1	1	15		1	30835		
31134	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Trang	0;101;3155;1	1	2	15		1	30836		
31135	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Trang	0;101;3156;1	2	3	15		1	30837		
31136	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Trang	0;101;3157;1	2	4	15		1	30838		
31137	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Trang	0;101;3158;1	1	1	17		1	30839		
31138	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Trang	0;101;3159;1	1	2	17		1	30840		
31139	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Trang	0;101;3160;1	2	3	17		1	30841		
31140	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Trang	0;101;3161;1	2	4	17		1	30842		
31141	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3162;1	1	1	18		1	30843		
31142	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3163;1	1	2	18		1	30844		
31143	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3164;1	2	3	18		1	30845		
31144	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Trang	0;101;3165;1	2	4	18		1	30846		
31145	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3166;1	1	1	20		1	30847		
31146	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3167;1	1	2	20		1	30848		
31147	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3168;1	2	3	20		1	30849		
31148	DiÖu D­¬ng-Quû Xóc Tµ ThÇn Trang	0;101;3169;1	2	4	20		1	30850		
31149	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Trang	0;101;3170;1	1	1	21		1	30851		
31150	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Trang	0;101;3171;1	1	2	21		1	30852		
31151	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Trang	0;101;3172;1	2	3	21		1	30853		
31152	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Trang	0;101;3173;1	2	4	21		1	30854		
31153	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Trang	0;101;3174;1	1	1	23		1	30855		
31154	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn Trang	0;101;3175;1	1	2	23		1	30856		
31155	DiÖu D­¬ng-Tª V©n Tiªn Tö QuÇn	0;101;3188;1	2	3	29		1	30857		
31156	DiÖu D­¬ng-Tª V©n Tiªn Tö QuÇn	0;101;3189;1	2	4	29		1	30858		
31157	DiÖu D­¬ng-Phi H¹ Tiªn Tö	0;101;3190;1	2	3	30		1	30859		
31158	DiÖu D­¬ng-Phi H¹ Tiªn Tö	0;101;3191;1	2	4	30		1	30860		
31159	DiÖu D­¬ng-§é N¹n T«n Gi¶ PhËt §ao	0;3;8992;1			2		1	30861		
31160	DiÖu D­¬ng-§é KiÕp T«n Gi¶ PhËt Thñ	0;0;8993;1			4		1	30862		
31161	DiÖu D­¬ng-§é ¸ch T«n Gi¶ PhËt Tr­îng	0;8;8994;1			3		1	30863		
31162	DiÖu D­¬ng-V¹n KiÕp Th¸nh Thñ Tr©m	0;1;8995;1			6		1	30864		
31163	DiÖu D­¬ng-PhËt V©n Th¸nh C« Liªn KiÕm	0;2;8996;1			8		1	30865		
31164	DiÖu D­¬ng-PhËt TrÇn Th¸nh C« CÇm	0;10;8997;1			9		1	30866		
31165	DiÖu D­¬ng-Trôc Phông Thiªn C¸i Thñ	0;0;8998;1			11		1	30867		
31166	DiÖu D­¬ng-Du Long §Þa KhÊt C«n	0;5;8999;1			12		1	30868		
31167	DiÖu D­¬ng-V« Cùc Thiªn T«n Tóc KiÕm	0;2;9000;1			14		1	30869		
31168	DiÖu D­¬ng-BÝch L¹c Thiªn T«n Bót	0;9;9001;1			15		1	30870		
31169	DiÖu D­¬ng-C¶m Thiªn §Êu Hån Th­¬ng	0;6;9002;1			17		1	30871		
31170	DiÖu D­¬ng-§Þnh Thiªn ThÇn NghÖ Cung	0;4;9003;1			18		1	30872		
31171	DiÖu D­¬ng-Quû Xóc Tµ ThÇn §ao	0;7;9004;1			20		1	30873		
31172	DiÖu D­¬ng-Vu Cèt §éc V­¬ng Tr¶o	0;11;9005;1			21		1	30874		
31173	DiÖu D­¬ng-BÊt §éng Ch©n Tiªn KiÕm	0;2;9006;1			23		1	30875		
31174	DiÖu D­¬ng-Tª V©n Tiªn Tö PhiÕn	0;13;9010;1			29		1	30876		
31175	DiÖu D­¬ng-Phi H¹ Tiªn Tö ¦u Lan Tiªu	0;12;9011;1			30		1	30877		
31176	ThiÕt tinh cÊp 4	2;1;30612;1						30880		
31177	Tèng L«i Hæ Dòng SÜ Kh«i	0;103;30211;1	1	1			1	30881		
31178	Tèng L«i Hæ Dòng SÜ Kh«i	0;103;30212;1	1	2			1	30881		
31179	Tèng L«i Hæ Dòng SÜ Kh«i	0;103;30213;1	2	3			1	30881		
31180	Tèng L«i Hæ Dòng SÜ Kh«i	0;103;30214;1	2	4			1	30881		
31181	Liªu L«i Hæ Dòng SÜ Kh«i	0;103;30223;1	1	1			1	30881		
31182	Liªu L«i Hæ Dòng SÜ Kh«i	0;103;30224;1	1	2			1	30881		
31183	Liªu L«i Hæ Dòng SÜ Kh«i	0;103;30225;1	2	3			1	30881		
31184	Liªu L«i Hæ Dòng SÜ Kh«i	0;103;30226;1	2	4			1	30881		
31185	Tèng L«i Hæ Dòng SÜ Bµo	0;100;30211;1	1	1			1	30881		
31186	Tèng L«i Hæ Dòng SÜ Bµo	0;100;30212;1	1	2			1	30881		
31187	Tèng L«i Hæ Dòng SÜ Bµo	0;100;30213;1	2	3			1	30881		
31188	Tèng L«i Hæ Dòng SÜ Bµo	0;100;30214;1	2	4			1	30881		
31189	Liªu L«i Hæ Dòng SÜ Bµo	0;100;30223;1	1	1			1	30881		
31190	Liªu L«i Hæ Dòng SÜ Bµo	0;100;30224;1	1	2			1	30881		
31191	Liªu L«i Hæ Dòng SÜ Bµo	0;100;30225;1	2	3			1	30881		
31192	Liªu L«i Hæ Dòng SÜ Bµo	0;100;30226;1	2	4			1	30881		
31193	Tèng L«i Hæ Dòng SÜ Trang	0;101;30211;1	1	1			1	30881		
31194	Tèng L«i Hæ Dòng SÜ Trang	0;101;30212;1	1	2			1	30881		
31195	Tèng L«i Hæ Dòng SÜ Trang	0;101;30213;1	2	3			1	30881		
31196	Tèng L«i Hæ Dòng SÜ Trang	0;101;30214;1	2	4			1	30881		
31197	Liªu L«i Hæ Dòng SÜ Trang	0;101;30223;1	1	1			1	30881		
31198	Liªu L«i Hæ Dòng SÜ Trang	0;101;30224;1	1	2			1	30881		
31199	Liªu L«i Hæ Dòng SÜ Trang	0;101;30225;1	2	3			1	30881		
31200	Liªu L«i Hæ Dòng SÜ Trang	0;101;30226;1	2	4			1	30881		
31201	Tèng L«i Hæ Dòng SÜ HiÖu Kú	0;102;30149;1	1	1			1	30881		
31202	Tèng L«i Hæ Dòng SÜ HiÖu Kú	0;102;30150;1	1	2			1	30881		
31203	Tèng L«i Hæ Dòng SÜ HiÖu Kú	0;102;30151;1	2	3			1	30881		
31204	Tèng L«i Hæ Dòng SÜ HiÖu Kú	0;102;30152;1	2	4			1	30881		
31205	Tèng L«i Hæ Dòng SÜ Phï	0;102;30153;1	1	1			1	30881		
31206	Tèng L«i Hæ Dòng SÜ Phï	0;102;30154;1	1	2			1	30881		
31207	Tèng L«i Hæ Dòng SÜ Phï	0;102;30155;1	2	3			1	30881		
31208	Tèng L«i Hæ Dòng SÜ Phï	0;102;30156;1	2	4			1	30881		
31209	Liªu L«i Hæ Dòng SÜ HiÖu Kú	0;102;30185;1	1	1			1	30881		
31210	Liªu L«i Hæ Dòng SÜ HiÖu Kú	0;102;30186;1	1	2			1	30881		
31211	Liªu L«i Hæ Dòng SÜ HiÖu Kú	0;102;30187;1	2	3			1	30881		
31212	Liªu L«i Hæ Dòng SÜ HiÖu Kú	0;102;30188;1	2	4			1	30881		
31213	Liªu L«i Hæ Dòng SÜ Phï	0;102;30189;1	1	1			1	30881		
31214	Liªu L«i Hæ Dòng SÜ Phï	0;102;30190;1	1	2			1	30881		
31215	Liªu L«i Hæ Dòng SÜ Phï	0;102;30191;1	2	3			1	30881		
31216	Liªu L«i Hæ Dòng SÜ Phï	0;102;30192;1	2	4			1	30881		
31217	H¾c Ngäc §o¹n Tôc Cao	1;0;6;1						30882		
31218	Sinh Sinh Hãa T¸n	1;0;16;1						30883		
31219	V¹n VËt Quy Nguyªn §¬n	1;0;11;1						30884		
31220	Cöu chuyÓn håi hån ®¬n	1;0;32;1						30885		
31221	TÈy TrÇn §an	2;1;30613;1						30886		
31222	Thiªn Lý TruyÒn ¢m Phï	2;1;3508;1						30887		
31223	¸o Choµng Du HiÖp	0;152;26;1					1	30000;30888;30889;30890;30891;30892;30893;30894		
31224	Huy Ch­¬ng Du HiÖp	0;153;26;1					1	30000;30888;30895;30896;30897;30898;30899;30900		
31225	Tr­êng Hµi Du HiÖp	0;154;26;1					1	30000;30888;30901;30902;30903;30904;30905;30906		
31226	¸o Choµng ThiÕt HuyÕt	0;152;27;1					1	30000;30888;30889;30890;30891;30892;30893;30894		
31227	Huy Ch­¬ng ThiÕt HuyÕt	0;153;27;1					1	30000;30888;30895;30896;30897;30898;30899;30900		
31228	ChiÕn Hµi ThiÕt HuyÕt	0;154;27;1					1	30000;30888;30901;30902;30903;30904;30905;30906		
31229	¸o Choµng V©n Du	0;152;28;1					1	30000;30888;30889;30890;30891;30892;30893;30894		
31230	Huy Ch­¬ng V©n Du	0;153;28;1					1	30000;30888;30895;30896;30897;30898;30899;30900		
31231	§¹o Hµi V©n Du	0;154;28;1					1	30000;30888;30901;30902;30903;30904;30905;30906		
31232	Tèng L«i Hæ T­íng Kh«i	0;103;30215;1	1	1			1	30000;30907;31011		
31233	Tèng L«i Hæ T­íng Kh«i	0;103;30216;1	1	2			1	30000;30908;31012		
31234	Tèng L«i Hæ T­íng Kh«i	0;103;30217;1	2	3			1	30000;30909;31013		
31235	Tèng L«i Hæ T­íng Kh«i	0;103;30218;1	2	4			1	30000;30910;31014		
31236	Tèng L«i Hæ So¸i Kh«i	0;103;30219;1	1	1			1	30000;30911;31015		
31237	Tèng L«i Hæ So¸i Kh«i	0;103;30220;1	1	2			1	30000;30912;31016		
31238	Tèng L«i Hæ So¸i Kh«i	0;103;30221;1	2	3			1	30000;30913;31017		
31239	Tèng L«i Hæ So¸i Kh«i	0;103;30222;1	2	4			1	30000;30914;31018		
31240	Liªu L«i Hæ T­íng Kh«i	0;103;30227;1	1	1			1	30000;30915;31019		
31241	Liªu L«i Hæ T­íng Kh«i	0;103;30228;1	1	2			1	30000;30916;31020		
31242	Liªu L«i Hæ T­íng Kh«i	0;103;30229;1	2	3			1	30000;30917;31021		
31243	Liªu L«i Hæ T­íng Kh«i	0;103;30230;1	2	4			1	30000;30918;31022		
31244	Liªu L«i Hæ So¸i Kh«i	0;103;30231;1	1	1			1	30000;30919;31023		
31245	Liªu L«i Hæ So¸i Kh«i	0;103;30232;1	1	2			1	30000;30920;31024		
31246	Liªu L«i Hæ So¸i Kh«i	0;103;30233;1	2	3			1	30000;30921;31025		
31247	Liªu L«i Hæ So¸i Kh«i	0;103;30234;1	2	4			1	30000;30922;31026		
31248	Tèng L«i Hæ T­íng Bµo	0;100;30215;1	1	1			1	30000;30923;31027		
31249	Tèng L«i Hæ T­íng Bµo	0;100;30216;1	1	2			1	30000;30924;31028		
31250	Tèng L«i Hæ T­íng Bµo	0;100;30217;1	2	3			1	30000;30925;31029		
31251	Tèng L«i Hæ T­íng Bµo	0;100;30218;1	2	4			1	30000;30926;31030		
31252	Tèng L«i Hæ So¸i Bµo	0;100;30219;1	1	1			1	30000;30927;31031		
31253	Tèng L«i Hæ So¸i Bµo	0;100;30220;1	1	2			1	30000;30928;31032		
31254	Tèng L«i Hæ So¸i Bµo	0;100;30221;1	2	3			1	30000;30929;31033		
31255	Tèng L«i Hæ So¸i Bµo	0;100;30222;1	2	4			1	30000;30930;31034		
31256	Liªu L«i Hæ T­íng Bµo	0;100;30227;1	1	1			1	30000;30931;31035		
31257	Liªu L«i Hæ T­íng Bµo	0;100;30228;1	1	2			1	30000;30932;31036		
31258	Liªu L«i Hæ T­íng Bµo	0;100;30229;1	2	3			1	30000;30933;31037		
31259	Liªu L«i Hæ T­íng Bµo	0;100;30230;1	2	4			1	30000;30934;31038		
31260	Liªu L«i Hæ So¸i Bµo	0;100;30231;1	1	1			1	30000;30935;31039		
31261	Liªu L«i Hæ So¸i Bµo	0;100;30232;1	1	2			1	30000;30936;31040		
31262	Liªu L«i Hæ So¸i Bµo	0;100;30233;1	2	3			1	30000;30937;31041		
31263	Liªu L«i Hæ So¸i Bµo	0;100;30234;1	2	4			1	30000;30938;31042		
31264	Tèng L«i Hæ T­íng Trang	0;101;30215;1	1	1			1	30000;30939;31043		
31265	Tèng L«i Hæ T­íng Trang	0;101;30216;1	1	2			1	30000;30940;31044		
31266	Tèng L«i Hæ T­íng Trang	0;101;30217;1	2	3			1	30000;30941;31045		
31267	Tèng L«i Hæ T­íng Trang	0;101;30218;1	2	4			1	30000;30942;31046		
31268	Tèng L«i Hæ So¸i Trang	0;101;30219;1	1	1			1	30000;30943;31047		
31269	Tèng L«i Hæ So¸i Trang	0;101;30220;1	1	2			1	30000;30944;31048		
31270	Tèng L«i Hæ So¸i Trang	0;101;30221;1	2	3			1	30000;30945;31049		
31271	Tèng L«i Hæ So¸i Trang	0;101;30222;1	2	4			1	30000;30946;31050		
31272	Liªu L«i Hæ T­íng Trang	0;101;30227;1	1	1			1	30000;30947;31051		
31273	Liªu L«i Hæ T­íng Trang	0;101;30228;1	1	2			1	30000;30948;31052		
31274	Liªu L«i Hæ T­íng Trang	0;101;30229;1	2	3			1	30000;30949;31053		
31275	Liªu L«i Hæ T­íng Trang	0;101;30230;1	2	4			1	30000;30950;31054		
31276	Liªu L«i Hæ So¸i Trang	0;101;30231;1	1	1			1	30000;30951;31055		
31277	Liªu L«i Hæ So¸i Trang	0;101;30232;1	1	2			1	30000;30952;31056		
31278	Liªu L«i Hæ So¸i Trang	0;101;30233;1	2	3			1	30000;30953;31057		
31279	Liªu L«i Hæ So¸i Trang	0;101;30234;1	2	4			1	30000;30954;31058		
31280	Tèng L«i Hæ T­íng Bµi	0;102;30157;1	1	1			1	30000;30955;31059		
31281	Tèng L«i Hæ T­íng Bµi	0;102;30158;1	1	2			1	30000;30956;31060		
31282	Tèng L«i Hæ T­íng Bµi	0;102;30159;1	2	3			1	30000;30957;31061		
31283	Tèng L«i Hæ T­íng Bµi	0;102;30160;1	2	4			1	30000;30958;31062		
31284	Tèng L«i Hæ T­íng Kú	0;102;30161;1	1	1			1	30000;30959;31063		
31285	Tèng L«i Hæ T­íng Kú	0;102;30162;1	1	2			1	30000;30960;31064		
31286	Tèng L«i Hæ T­íng Kú	0;102;30163;1	2	3			1	30000;30961;31065		
31287	Tèng L«i Hæ T­íng Kú	0;102;30164;1	2	4			1	30000;30962;31066		
31288	Tèng L«i Hæ T­íng Phï	0;102;30165;1	1	1			1	30000;30963;31067		
31289	Tèng L«i Hæ T­íng Phï	0;102;30166;1	1	2			1	30000;30964;31068		
31290	Tèng L«i Hæ T­íng Phï	0;102;30167;1	2	3			1	30000;30965;31069		
31291	Tèng L«i Hæ T­íng Phï	0;102;30168;1	2	4			1	30000;30966;31070		
31292	Tèng L«i Hæ So¸i Phï	0;102;30169;1	1	1			1	30000;30967;31071		
31293	Tèng L«i Hæ So¸i Phï	0;102;30170;1	1	2			1	30000;30968;31072		
31294	Tèng L«i Hæ So¸i Phï	0;102;30171;1	2	3			1	30000;30969;31073		
31295	Tèng L«i Hæ So¸i Phï	0;102;30172;1	2	4			1	30000;30970;31074		
31296	Tèng L«i Hæ So¸i Hæ Phï	0;102;30173;1	1	1			1	30000;30971;31075		
31297	Tèng L«i Hæ So¸i Hæ Phï	0;102;30174;1	1	2			1	30000;30972;31076		
31298	Tèng L«i Hæ So¸i Hæ Phï	0;102;30175;1	2	3			1	30000;30973;31077		
31299	Tèng L«i Hæ So¸i Hæ Phï	0;102;30176;1	2	4			1	30000;30974;31078		
31300	Tèng L«i Hæ So¸i Kú	0;102;30177;1	1	1			1	30000;30975;31079		
31301	Tèng L«i Hæ So¸i Kú	0;102;30178;1	1	2			1	30000;30976;31080		
31302	Tèng L«i Hæ So¸i Kú	0;102;30179;1	2	3			1	30000;30977;31081		
31303	Tèng L«i Hæ So¸i Kú	0;102;30180;1	2	4			1	30000;30978;31082		
31304	Tèng L«i Hæ So¸i HiÖu Kú	0;102;30181;1	1	1			1	30000;30979;31083		
31305	Tèng L«i Hæ So¸i HiÖu Kú	0;102;30182;1	1	2			1	30000;30980;31084		
31306	Tèng L«i Hæ So¸i HiÖu Kú	0;102;30183;1	2	3			1	30000;30981;31085		
31307	Tèng L«i Hæ So¸i HiÖu Kú	0;102;30184;1	2	4			1	30000;30982;31086		
31308	Liªu L«i Hæ T­íng Bµi	0;102;30193;1	1	1			1	30000;30983;31087		
31309	Liªu L«i Hæ T­íng Bµi	0;102;30194;1	1	2			1	30000;30984;31088		
31310	Liªu L«i Hæ T­íng Bµi	0;102;30195;1	2	3			1	30000;30985;31089		
31311	Liªu L«i Hæ T­íng Bµi	0;102;30196;1	2	4			1	30000;30986;31090		
31312	Liªu L«i Hæ T­íng Kú	0;102;30197;1	1	1			1	30000;30987;31091		
31313	Liªu L«i Hæ T­íng Kú	0;102;30198;1	1	2			1	30000;30988;31092		
31314	Liªu L«i Hæ T­íng Kú	0;102;30199;1	2	3			1	30000;30989;31093		
31315	Liªu L«i Hæ T­íng Kú	0;102;30200;1	2	4			1	30000;30990;31094		
31316	Liªu L«i Hæ T­íng Phï	0;102;30201;1	1	1			1	30000;30991;31095		
31317	Liªu L«i Hæ T­íng Phï	0;102;30202;1	1	2			1	30000;30992;31096		
31318	Liªu L«i Hæ T­íng Phï	0;102;30203;1	2	3			1	30000;30993;31097		
31319	Liªu L«i Hæ T­íng Phï	0;102;30204;1	2	4			1	30000;30994;31098		
31320	Liªu L«i Hæ So¸i Phï	0;102;30205;1	1	1			1	30000;30995;31099		
