TaskID	NpcID	EventID	Attrib	TaskValueBase	TaskValueExt	TaskRate1	TaskRate2	TaskRate3	TaskRate4	TaskRate5	TaskRate6	TaskRate7	TaskRate8	TaskRate9	TaskRate10	TaskRate11	TaskRate12	TaskRate13	TaskRate14	TaskRate15	TaskRate16	TaskRate17	TaskRate18	TaskRate19	TaskRate20	TaskInfoA	TaskInfoB	TaskInfoC	TaskInfoD
50010202	D­¬ng NghiÖp	1202	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	D­¬ng NghiÖp	Xin gióp ta ®Õn <color=yellow>Nh¹n M«n Quan<color> nãi víi <color=yellow>D­¬ng NghiÖp<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010203	Tèng qu©n tr­ëng hé vÖ	1203	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Tèng qu©n tr­ëng hé vÖ	Xin gióp ta ®Õn <color=yellow>Nh¹n M«n Quan<color> nãi víi <color=yellow>§éi tr­ëng hé vÖ Tèng qu©n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010204	Thñ vÖ bé l¹c	1204	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Thñ vÖ bé l¹c	Xin gióp ta ®Õn <color=yellow>§¹i th¶o nguyªn 1<color> nãi víi <color=yellow>Thñ vÖ bé l¹c<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010205	Nhiªu L©n	1205	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Nhiªu L©n	Xin gióp ta ®Õn <color=yellow>§¹i th¶o nguyªn 2<color>nãi víi <color=yellow>Nhiªu L©n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010206	Môc NghÜa	1206	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Môc NghÜa	Xin gióp ta ®Õn <color=yellow>V­¬ng Kú bé l¹c<color> nãi víi <color=yellow>Môc NghÜa<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010207	Tiªu Thiªn Hùu	1207	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Tiªu Thiªn Hùu	Xin gióp ta ®Õn <color=yellow>V­¬ng Kú bé l¹c<color> nãi víi <color=yellow>Tiªu Thiªn Hùu<color>®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010208	Téc tr­ëng Miªu LÜnh	1208	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	Téc tr­ëng Miªu LÜnh	Xin gióp ta ®Õn <color=yellow>Miªu LÜnh<color> nãi víi<color=yellow>Téc tr­ëng Miªu LÜnh <color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010209	§oµn Tè ThuËn	1209	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	40	40	§oµn Tè ThuËn	Xin gióp ta ®Õn <color=yellow>T©y Song B¶n N¹p Nam<color> nãi víi <color=yellow>§oµn Tè ThuËn<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010210	TrÞnh Qu¸n Chi	1210	11	0	0	0	0	0	0	0	0	0	0	0	0	70	70	60	60	60	60	50	50	50	50	TrÞnh Qu¸n Chi	Xin gióp ta ®Õn <color=yellow>§¹i Lý phñ<color> nãi víi <color=yellow>TrÞnh Qu¸n Chi<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010211	§æng Giµ La	1211	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	§æng Giµ La	Xin gióp ta ®Õn <color=yellow>§¹i Lý phñ<color> nãi víi <color=yellow>§æng Giµ La<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010212	TrÇn LËp Hµnh	1212	11	0	0	0	0	0	0	0	0	0	0	0	0	70	70	60	60	60	60	50	50	50	50	TrÇn LËp Hµnh	Xin gióp ta ®Õn <color=yellow>§¹i Lý phñ<color> nãi víi <color=yellow>§æng Giµ La<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010213	L­u §iÓn	1213	11	0	0	0	0	0	0	0	0	0	0	0	0	70	70	60	60	60	60	50	50	50	50	L­u §iÓn	Xin gióp ta ®Õn <color=yellow>§¹i Lý phñ<color> nãi víi <color=yellow>L­u §iÓn<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010214	Cao Th¨ng TuyÒn	1214	11	0	0	0	0	0	0	0	0	0	0	0	0	70	70	60	60	45	45	50	50	50	50	Cao Th¨ng TuyÒn	Xin gióp ta ®Õn <color=yellow>§¹i Lý phñ<color> nãi víi <color=yellow>Cao Th¨ng TuyÒn<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010215	Chñ TiÖm vò khÝ	1215	11	0	0	0	0	0	0	0	0	0	0	75	75	70	70	60	60	45	45	40	40	40	40	Chñ TiÖm vò khÝ	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ tiÖm vò khÝ<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010216	Chñ D­îc ®iÕm	1216	11	0	0	0	0	0	0	0	0	0	0	75	75	70	70	50	50	45	45	40	40	40	40	Chñ D­îc ®iÕm	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ d­îc ®iÕm<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010217	Chñ T¹p hãa	1217	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ T¹p hãa	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ tiÖm t¹p hãa<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010218	Chñ TiÖm Nam phôc	1218	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ TiÖm Nam phôc	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ tiÖm trang phôc nam<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010219	Chñ TiÖm N÷ phôc	1219	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ TiÖm N÷ phôc	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ tiÖm trang phôc n÷<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010220	Chñ Kim hoµn	1220	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ Kim hoµn	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ Kim hoµn<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010221	Chñ tiÒn trang	1221	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ tiÒn trang	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ tiÒn trang<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010222	Ch©n Tö §¬n	1222	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Ch©n Tö §¬n	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Ch©n Tö §¬n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010223	ChØ huy sø	1223	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	ChØ huy sø	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>ChØ huy sø<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010224	Bé ®Çu	1224	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Bé ®Çu	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Bé ®Çu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010225	Sø gi¶ Tµng KiÕm	1225	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Sø gi¶ Tµng KiÕm	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Sø gi¶ Tµng KiÕm <color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010226	Chñ l«i ®µi	1226	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Chñ l«i ®µi	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ l«i ®µi<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010227	Hµnh C­íc Th­¬ng Nh©n	1227	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Hµnh C­íc Th­¬ng Nh©n	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Hµnh C­íc Th­¬ng Nh©n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010228	Lý TiÕn Dòng	1228	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Lý TiÕn Dòng	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Lý TiÕn Dòng<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010229	H¹ HÇu CÇm	1229	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	H¹ HÇu CÇm	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>H¹ HÇu CÇm<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010230	Tr­¬ng B¸ H¸n	1230	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Tr­¬ng B¸ H¸n	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Tr­¬ng B¸ H¸n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010231	Thu Dung	1231	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Thu Dung	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Thu Dung<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010232	Chñ töu lÇu	1232	11	0	0	0	0	0	0	0	0	0	0	75	75	60	60	50	50	45	45	40	40	40	40	Chñ töu lÇu	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Chñ töu lÇu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010233	H¹ HÇu Anh	1233	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	H¹ HÇu Anh	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>H¹ HÇu Anh<color> nhËn ngùa gç!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, ngùa gç ng­êi cÇn L­u NhÊt Phñ ®· lµm xong!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010234	H¹ HÇu Liªn	1234	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	H¹ HÇu Liªn	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>H¹ HÇu Liªn<color> ®Õn nhËn ngùa gç!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, ngùa gç ng­êi cÇn L­u NhÊt Phñ ®· lµm xong!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010235	L­u HuyÒn Thanh	1235	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	L­u HuyÒn Thanh	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>L­u HuyÒn Thanh<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010236	M·nh Nham 	1236	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	M·nh Nham 	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>M·nh Nham <color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010237	Phïng §ång Nhi	1237	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	Phïng §ång Nhi	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>Phïng §ång Nhi<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010238	TrÇn MÉn	1238	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	TrÇn MÉn	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>TrÇn MÉn<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010239	T­ëng Duy	1239	11	0	0	0	0	0	0	0	0	0	0	0	0	60	60	50	50	45	45	40	40	40	40	T­ëng Duy	Xin gióp ta ®Õn <color=yellow>D­¬ng Ch©u<color> nãi víi <color=yellow>T­ëng Duy<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010240	D· TÈu	1240	11	0	0	250	250	165	165	120	120	95	95	80	80	60	60	50	50	45	45	40	40	40	40	D· TÈu	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>D· TÈu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010241	Chñ TiÖm vò khÝ	1241	11	0	0	250	250	165	165	120	120	95	95	80	80	60	60	50	50	45	45	40	40	40	40	Chñ TiÖm vò khÝ	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ tiÖm vò khÝ<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010242	Chñ D­îc ®iÕm	1242	11	0	0	250	250	165	165	125	125	95	95	80	80	60	60	50	50	45	45	40	40	40	40	Chñ D­îc ®iÕm	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ d­îc ®iÕm<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010243	Chñ T¹p hãa	1243	11	0	0	250	250	165	165	125	125	95	95	80	80	60	60	50	50	45	45	40	40	40	40	Chñ T¹p hãa	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ tiÖm t¹p hãa<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010244	Chñ TiÖm Nam phôc	1244	11	0	0	250	250	165	165	125	125	95	95	80	80	60	60	50	50	45	45	40	40	40	40	Chñ TiÖm Nam phôc	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ tiÖm trang phôc nam<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010245	Chñ TiÖm N÷ phôc	1245	11	0	0	300	300	165	165	125	125	95	95	80	80	60	60	50	50	45	45	40	40	40	40	Chñ TiÖm N÷ phôc	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ tiÖm trang phôc n÷<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010246	Chñ Kim hoµn	1246	11	0	0	300	300	165	165	125	125	95	95	80	80	60	60	50	50	45	45	40	40	40	40	Chñ Kim hoµn	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ Kim hoµn<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010247	Chñ tiÒn trang	1247	11	0	0	300	300	165	165	125	125	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Chñ tiÒn trang	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ tiÒn trang<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010248	L©m D­îc S­	1248	11	0	0	300	300	165	165	125	125	100	100	80	80	60	60	50	50	45	45	40	40	40	40	L©m D­îc S­	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>L©m d­îc s­<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010249	Lý Phong Thu	1249	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Lý Phong Thu	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Lý Phong Thu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010250	Chñ l«i ®µi	1250	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Chñ l«i ®µi	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Chñ l«i ®µi<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010251	ChØ huy sø	1251	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	ChØ huy sø	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>ChØ huy sø<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010252	LÔ quan	1252	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	LÔ quan	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>LÔ quan<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010253	Bé ®Çu	1253	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Bé ®Çu	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Bé ®Çu<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010254	Sø gi¶ m«n ph¸i	1254	11	0	0	300	300	165	165	125	125	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Sø gi¶ m«n ph¸i	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Sø gi¶ m«n ph¸i<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010255	Hµnh C­íc Th­¬ng Nh©n	1255	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Hµnh C­íc Th­¬ng Nh©n	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Hµnh C­íc Th­¬ng Nh©n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010256	Sø gi¶ Tµng KiÕm	1256	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Sø gi¶ Tµng KiÕm	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Sø gi¶ Tµng KiÕm <color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010257	Vâ s­	1257	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Vâ s­	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Vâ s­<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010258	TiÓu ®ång	1258	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	TiÓu ®ång	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Êu §ång<color> ®Õn nhËn ngùa gç!	Chñ th­¬ng héi nhê t¹i h¹ ®Õn b¸o víi ng­êi, ngùa gç ng­êi cÇn L­u NhÊt Phñ ®· lµm xong!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010259	§¹i ChÝ C­êng	1259	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	§¹i ChÝ C­êng	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>§¹i ChÝ C­êng<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010260	Th¸i thó	1260	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Th¸i thó	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>TuyÒn Ch©u Th¸i Thó<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010261	VÖ binh thµnh m«n	1261	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	VÖ binh thµnh m«n	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>VÖ binh thµnh m«n<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010262	V­¬ng NghiÖp VÜ	1262	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	V­¬ng NghiÖp VÜ	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>V­¬ng NghiÖp Vü<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010263	Tiªu s­	1263	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Tiªu s­	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Tiªu s­<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010264	Nha dÞch	1264	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Nha dÞch	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Nha dÞch<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ!
50010265	Uy NhÜ Tèn	1265	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	Uy NhÜ Tèn	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>Uy NhÜ Tèn gi¸o chñ<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
50010266	H¹ KiÖt	1266	11	0	0	0	0	0	0	0	0	100	100	80	80	60	60	50	50	45	45	40	40	40	40	H¹ KiÖt	Xin gióp ta ®Õn <color=yellow>TuyÒn Ch©u<color> nãi víi <color=yellow>H¹ KiÖt<color> ®Õn nhËn hµng!	¤ng chñ Th­¬ng héi nãi hµng ®Õn råi!	C¶m ¬n nhÐ! Ta sÏ ®Õn ngay!
