Tªn UÈn Linh	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	Kh¶m n¹m tiªu hao (Vµng)	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	Khi sö dông trang bŞ sÏ hiÓn thŞ tªn lo¹i h×nh	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)
H-H¶i T©m-Lv5	0	148	84	0	16000	0	100											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
H-LiÖt Nham-Lv6	0	148	85	0	18000	0	500											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-Ph¸ Kh«ng-Lv6	0	148	86	0	18000	0	500											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-Tóy KiÕm-Lv6	0	148	87	0	18000	0	500											\image\item\wenshi\emb_cap18a1.spr	\image\item\wenshi\emb_cap18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-TËt Phong-Lv6	0	148	88	0	18000	0	500											\image\item\wenshi\emb_cap19a1.spr	\image\item\wenshi\emb_cap19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-TÊn Vò-Lv6	0	148	89	0	18000	0	500											\image\item\wenshi\emb_cap20a1.spr	\image\item\wenshi\emb_cap20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-¦ng TËp-Lv6	0	148	90	0	18000	0	500											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-Linh T©m-Lv6	0	148	91	0	18000	0	500											\image\item\wenshi\emb_cap18a1.spr	\image\item\wenshi\emb_cap18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-ThÇn Lùc-Lv6	0	148	92	0	18000	0	500											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-Ng­ng ThÇn-Lv6	0	148	93	0	18000	0	500											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-V« Gian-Lv6	0	148	94	0	18000	0	500											\image\item\wenshi\emb_cap19a1.spr	\image\item\wenshi\emb_cap19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-V« Cùc-Lv6	0	148	95	0	18000	0	500											\image\item\wenshi\emb_cap20a1.spr	\image\item\wenshi\emb_cap20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-Cuång NhÉn-Lv6	0	148	96	0	18000	0	500											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-L¨ng NhuÖ-Lv6	0	148	97	0	18000	0	500											\image\item\wenshi\emb_cap16a1.spr	\image\item\wenshi\emb_cap16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-Linh Viªn-Lv6	0	148	98	0	18000	0	500											\image\item\wenshi\emb_cap19a1.spr	\image\item\wenshi\emb_cap19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-H¶i VËn-Lv6	0	148	99	0	18000	0	500											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
H-H¶i T©m-Lv6	0	148	100	0	18000	0	500											\image\item\wenshi\emb_cap17a1.spr	\image\item\wenshi\emb_cap17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang nãn, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1

C-LiÖt Nham-Lv4	0	149	53	0	14000	0	20											\image\item\wenshi\emb_cloth3a1.spr	\image\item\wenshi\emb_cloth3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Ph¸ Kh«ng-Lv4	0	149	54	0	14000	0	20											\image\item\wenshi\emb_cloth6a1.spr	\image\item\wenshi\emb_cloth6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Tóy KiÕm-Lv4	0	149	55	0	14000	0	20											\image\item\wenshi\emb_cloth9a1.spr	\image\item\wenshi\emb_cloth9a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-TËt Phong-Lv4	0	149	56	0	14000	0	20											\image\item\wenshi\emb_cloth12a1.spr	\image\item\wenshi\emb_cloth12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-TÊn Vò-Lv4	0	149	57	0	14000	0	20											\image\item\wenshi\emb_cloth15a1.spr	\image\item\wenshi\emb_cloth15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Qu¸n Th¹ch-Lv4	0	149	58	0	14000	0	20											\image\item\wenshi\emb_ring3a1.spr	\image\item\wenshi\emb_ring3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Né Ng©m-Lv4	0	149	59	0	14000	0	20											\image\item\wenshi\emb_ring6a1.spr	\image\item\wenshi\emb_ring6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Xuyªn V©n-Lv4	0	149	60	0	14000	0	20											\image\item\wenshi\emb_ring9a1.spr	\image\item\wenshi\emb_ring9a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-ThÇn Lùc-Lv4	0	149	61	0	14000	0	20											\image\item\wenshi\emb_cloth3a1.spr	\image\item\wenshi\emb_cloth3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Ng­ng ThÇn-Lv4	0	149	62	0	14000	0	20											\image\item\wenshi\emb_cloth6a1.spr	\image\item\wenshi\emb_cloth6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-V« Gian-Lv4	0	149	63	0	14000	0	20											\image\item\wenshi\emb_cloth12a1.spr	\image\item\wenshi\emb_cloth12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-V« Cùc-Lv4	0	149	64	0	14000	0	20											\image\item\wenshi\emb_cloth15a1.spr	\image\item\wenshi\emb_cloth15a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Cuång NhÉn-Lv4	0	149	65	0	14000	0	20											\image\item\wenshi\emb_cloth3a1.spr	\image\item\wenshi\emb_cloth3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-L¨ng NhuÖ-Lv4	0	149	66	0	14000	0	20											\image\item\wenshi\emb_cloth3a1.spr	\image\item\wenshi\emb_cloth3a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-Linh Viªn-Lv4	0	149	67	0	14000	0	20											\image\item\wenshi\emb_cloth12a1.spr	\image\item\wenshi\emb_cloth12a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-H¶i VËn-Lv4	0	149	68	0	14000	0	20											\image\item\wenshi\emb_cloth6a1.spr	\image\item\wenshi\emb_cloth6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-H¶i T©m-Lv4	0	149	69	0	14000	0	20											\image\item\wenshi\emb_cloth6a1.spr	\image\item\wenshi\emb_cloth6a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	4	2	1		1
C-LiÖt Nham-Lv5	0	149	70	0	16000	0	100											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Ph¸ Kh«ng-Lv5	0	149	71	0	16000	0	100											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Tóy KiÕm-Lv5	0	149	72	0	16000	0	100											\image\item\wenshi\emb_cloth18a1.spr	\image\item\wenshi\emb_cloth18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-TËt Phong-Lv5	0	149	73	0	16000	0	100											\image\item\wenshi\emb_cloth19a1.spr	\image\item\wenshi\emb_cloth19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-TÊn Vò-Lv5	0	149	74	0	16000	0	100											\image\item\wenshi\emb_cloth20a1.spr	\image\item\wenshi\emb_cloth20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Qu¸n Th¹ch-Lv5	0	149	75	0	16000	0	100											\image\item\wenshi\emb_ring16a1.spr	\image\item\wenshi\emb_ring16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Né Ng©m-Lv5	0	149	76	0	16000	0	100											\image\item\wenshi\emb_ring17a1.spr	\image\item\wenshi\emb_ring17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Xuyªn V©n-Lv5	0	149	77	0	16000	0	100											\image\item\wenshi\emb_ring18a1.spr	\image\item\wenshi\emb_ring18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-ThÇn Lùc-Lv5	0	149	78	0	16000	0	100											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Ng­ng ThÇn-Lv5	0	149	79	0	16000	0	100											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-V« Gian-Lv5	0	149	80	0	16000	0	100											\image\item\wenshi\emb_cloth19a1.spr	\image\item\wenshi\emb_cloth19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-V« Cùc-Lv5	0	149	81	0	16000	0	100											\image\item\wenshi\emb_cloth20a1.spr	\image\item\wenshi\emb_cloth20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Cuång NhÉn-Lv5	0	149	82	0	16000	0	100											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-L¨ng NhuÖ-Lv5	0	149	83	0	16000	0	100											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-Linh Viªn-Lv5	0	149	84	0	16000	0	100											\image\item\wenshi\emb_cloth19a1.spr	\image\item\wenshi\emb_cloth19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-H¶i VËn-Lv5	0	149	85	0	16000	0	100											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-H¶i T©m-Lv5	0	149	86	0	16000	0	100											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	5	2	1		1
C-LiÖt Nham-Lv6	0	149	87	0	18000	0	500											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Ph¸ Kh«ng-Lv6	0	149	88	0	18000	0	500											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Tóy KiÕm-Lv6	0	149	89	0	18000	0	500											\image\item\wenshi\emb_cloth18a1.spr	\image\item\wenshi\emb_cloth18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-TËt Phong-Lv6	0	149	90	0	18000	0	500											\image\item\wenshi\emb_cloth19a1.spr	\image\item\wenshi\emb_cloth19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-TÊn Vò-Lv6	0	149	91	0	18000	0	500											\image\item\wenshi\emb_cloth20a1.spr	\image\item\wenshi\emb_cloth20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Qu¸n Th¹ch-Lv6	0	149	92	0	18000	0	500											\image\item\wenshi\emb_ring16a1.spr	\image\item\wenshi\emb_ring16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Né Ng©m-Lv6	0	149	93	0	18000	0	500											\image\item\wenshi\emb_ring17a1.spr	\image\item\wenshi\emb_ring17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Xuyªn V©n-Lv6	0	149	94	0	18000	0	500											\image\item\wenshi\emb_ring18a1.spr	\image\item\wenshi\emb_ring18a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-ThÇn Lùc-Lv6	0	149	95	0	18000	0	500											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Ng­ng ThÇn-Lv6	0	149	96	0	18000	0	500											\image\item\wenshi\emb_cloth17a1.spr	\image\item\wenshi\emb_cloth17a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-V« Gian-Lv6	0	149	97	0	18000	0	500											\image\item\wenshi\emb_cloth19a1.spr	\image\item\wenshi\emb_cloth19a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-V« Cùc-Lv6	0	149	98	0	18000	0	500											\image\item\wenshi\emb_cloth20a1.spr	\image\item\wenshi\emb_cloth20a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
C-Cuång NhÉn-Lv6	0	149	99	0	18000	0	500											\image\item\wenshi\emb_cloth16a1.spr	\image\item\wenshi\emb_cloth16a0.spr	ThÕ nµo lµ uÈn linh thuéc tİnh ngo¹i trang ¸o, cã thÓ uÈn linh trùc tiÕp hoÆc mang thuéc tİnh uÈn linh nµy l­u tr÷ trong Tñ ¸o		UÈn Linh	\script\item\cixiuwenshi.lua	6	2	1		1
