ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID
30108	C­êng Lùc ChÊt Cèc	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>Táa l­íi réng, kĞo kÎ thï vÒ bªn c¹nh, g©y s¸t th­¬ng<color=Blue1>[=30108=damage_0]<color=White>, ®ång thêi h«n mª <color=Blue1>2<color=White>gi©y<enter><color=White>gi·n c¸ch sö dông<color=Blue1>10<color=White>gi©y		100	ÁúÖÛ¹¥»÷				ÆäËû\ÍÁÕó·¨.3e	0														Ø¤°ï\ËøºíÇÜÄÃÊÖ.wav											Ë®ÁéË®Áé×£¸£.spr	<color=gold>Kü n¨ng khèng chÕ m¹nh<color=White>	Gold					
30109	Long Ch©u Tu Bæ	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>Tu söa thuyÒn rång h­ h¹i, håi phôc ®iÓm sinh lùc cña b¶n th©n vµ ®ång ®éi <color=Blue1>20%<enter><color=White> gi·n c¸ch sö dông <color=Blue1>15<color=White>gi©y		100	ÁúÖÛ¹¥»÷				¶ëáÒ\208_a_1(ÆÕ¼ÃÖÚÉú).3e	1																									ÆÕ¼ÃÖÚÉú.spr	<color=gold>Kü n¨ng håi phôc sinh mÖnh<color=White>	Gold					
30110	C«ng kİch bãng n­íc	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>Phãng ph¸o n­íc vµo kÎ ®Şch, c«ng kİch xuyªn thÊu, g©y s¸t th­¬ng<color=Blue1>[=30110=damage_0]		100	ÁúÖÛ¹¥»÷																														ÍÁÅÚÁúÖÛ.spr	<color=gold>Kü n¨ng c«ng kİch ®­êng th¼ng<color=White>	Gold					
30111	Kh¸ng Cù Chi L·ng	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>Næ lªn lµn sãng m¹nh, ®Èy lui kÎ thï, g©y s¸t th­¬ng<color=Blue1>[=30111=damage_0]<enter><color=White>gi·n c¸ch sö dông<color=Blue1>10<color=White>gi©y		100	ÁúÖÛ¹¥»÷				ÆäËû\½ğÕó·¨.3e	0								ÆäËû\Ë®ÀËÁúÖÛ_b.3e	1					ÆäËû\Ë®ÅİÁúÖÛB.wav											Ë®Áéµ¥Ìå»Ö¸´.spr	<color=gold>Kü n¨ng khèng chÕ m¹nh<color=White>	Gold					
30112	ThuËn Thñy Th«i Ch©u	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>T¨ng tèc ®é di chuyÓn cña ®ång ®éi <color=Blue1>20%<enter><color=White> hiÖu qu¶ duy tr× <color=Blue1>120<color=White>gi©y<enter><color=White>gi·n c¸ch sö dông <color=Blue1>15<color=White>gi©y		100	ÁúÖÛ¹¥»÷				¶ëáÒ\207_a(Á÷Ë®¾ö).3e	0										¶ëáÒ\207_b(Á÷Ë®¾ö).3e	1			¶ëáÒ\Á÷Ë®¾÷.wav											Á÷Ë®¾÷.spr	<color=gold>Kü n¨ng hç trî c«ng kİch<color=White>	Gold					
30113	Chİ MÖnh Ho¶ Ph¸o	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>Phãng háa ph¸o vµo khu vùc chØ ®Şnh, g©y x¸c th­¬ng<color=Blue1>[=30113=damage_0], ®ång thêi g©y s¸t th­¬ng<color=Blue1>10%<color=White> giíi h¹n sinh lùc		100	ÁúÖÛ¹¥»÷				ÆäËû\»ğÕó·¨.3e	0								Ø¤°ï\316_c(´ò¹·¹÷·¨).3e	0					ÌÆÃÅ\ÎüĞÇÕóB1.wav											Ë®ÅÚÁúÖÛ.spr	<color=gold>Kü n¨ng c«ng kİch tËp thÓ<color=White>	Gold					
30114	C­êng hãa gi¸p	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>Trong thêi gian hiÖu lùc cña kü n¨ng, chèng l¹i <color=Blue1>4<color=White> lÇn s¸t th­¬ng <enter><color=White> duy tr× trong <color=Blue1>60<color=White>gi©y<enter><color=White>gi·n c¸ch sö dông <color=Blue1>60<color=White>gi©y		100	ÁúÖÛ¹¥»÷															ÉÙÁÖ\022_b(½ğ¸Õ²»»µ).3e	1			Ø¤°ï\ÃîÊÖ¾÷.wav											Ë®ÀËÁúÖÛ.spr	<color=gold>Kü n¨ng hç trî phßng ngù<color=White>	Gold					
30115	Phong Cuång XuÊt Kİch	<color=White>(H¶i ChiÕn Long Ch©u chuyªn dïng)	<color=White>Trong thêi gian hiÖu lùc cña kü n¨ng, sö dông kü n¨ng kh«ng gi¸n ®o¹n <enter><color=White> duy tr× trong <color=Blue1>15<color=White>gi©y <enter><color=White>gi·n c¸ch sö dông <color=Blue1>20<color=White>gi©y		100	ÁúÖÛ¹¥»÷															ÌÆÃÅ\ÇïºÁÃ÷²é.3e	2			ÃØ¼®\ÎŞ³¾Éñ¹¦.wav											Ë®ÁéĞîÁ¦¹¥»÷.spr	<color=gold>Kü n¨ng hç trî c«ng kİch<color=White>	Gold					
30116	Thõa Phong Ph¸ L·ng (tö)				100	ÁúÖÛ¹¥»÷				ÆäËû\Ä¾Õó·¨.3e	0																											Gold					
30117	Long Ch©u Tù B¹o				100	ÁúÖÛ¹¥»÷																																Gold					
1426	V« Song Kim Cang Bµn Nh­îc C«ng	<color=Red3> Hç trî tÊn c«ng phô diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm. Cã<enter><color=Blue0>[=state_0p]% <color=White> khiÕn <color=Yellow>[=skill_valid_object?392:qu¸i vËt,456: tÊt c¶ ®èi thñ] <color=Blue1> mª hoÆc{<enter><color=White> ®ång thêi n©ng lùc ®¸nh môc tiªu <color=Blue1>[=state_2]%}<enter><color=White>Tuy tr× <color=Green1>[=skill_effect_persist_time] <color=White> gi©y<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>30 <color=White> gi©y<enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>T¨ng ngo¹i c«ng <color=Blue1>[=977=state_0]%<color=White><enter>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White> ®iÓm		100			½ğ¸Õ·üÄ§È¦(µ¶),½ğ¸Õ·üÄ§È¦(¹÷)		ÃØ¼®\mj001_a(½ğ¸Õ·üÄ§È¦).3e	2														ÃØ¼®\½ğ¸Õ·üÄ§È¦A.wav											½ğ¸Õ·üÄ§È¦.spr	Kim Cang ph¸p trËn, phôc ma vÖ ®¹o, phµm ai vµo trËn, t©m trİ bÊn lo¹n.<enter>mÊt ph­¬ng h­íng	Gold	B¸t Nh· Linh ¢m	<color=White>Tèc ®é di chuyÓn gi¶m <color=Blue1>15%			
1428	V« Song TiÒm Long Tóc DiÖt C«ng	<color=Red3> Hç trî chñ ®éng tÊn c«ng chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm<enter><color=White>Ph¸t ®éng <color=Blue1>tr¹ng th¸i TiÒm Long<enter><color=White> tÊn c«ng cã 50% khiÕn ®èi ph­¬ng gi¶m tèc <color=Blue1>[=skill_display_persist_time]%<enter><color=White>TÊn c«ng ®Èy lui ®èi ph­¬ng <color=Blue1>[=state_0]%<enter><color=White>§iÓm phßng ngù néi c«ng t¨ng <color=Blue1>[=state_2] <color=White> ®iÓm<enter><color=White>B¶n th©n bŞ ®¸nh lui, tû lÖ gi¶m tèc gi¶m <color=Blue1>[=state_1]%<enter><color=White> Tû lÖ b¶n th©n bŞ h«n mª, lo¹n gi¶m <color=Blue1>[=state_4]%<enter><color=White> Duy tr× <color=Green1>[=skill_effect_persist_time] <color=White> gi©y<enter><color=White>Gi¶n c¸ch xuÊt chiªu <color=Green1>60 <color=White> gi©y<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>T¨ng sinh lùc <color=Blue1>[=980=state_0] <color=White>®iÓm <enter>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			Ç±ÁúÉñ¹¦		ÃØ¼®\mj00_b(Ç±ÁúÉñ¹¦).3e	1										ÃØ¼®\mj00_c(Ç±ÁúÉñ¹¦).3e	1			ÃØ¼®\Ç±ÁúÉñ¹¦B.wav		ÃØ¼®\Ç±ÁúÉñ¹¦A.wav	9								Ç±ÁúÉñ¹¦.spr	Chİ d­¬ng ch©n khİ.<enter>chiªu chiªu chİ m¹ng, khiÕn ®èi ph­¬ng khã bÒ chèng ®ì	Gold	TŞch DiÖt V« Th­êng	<color=White>T¨ng ®iÓm phßng ngù néi c«ng<color=Blue1>50<enter><color=White>T¨ng tû lÖ c«ng kİch khiÕn kÎ ®Şch gi¶m tèc <color=Blue1>10%			
1430	V« Song V« TrÇn Bå §Ò c«ng	<color=Red3> Hç trî phßng thñ chİnh diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm<enter><color=White>Ph¸t ®éng <color=Blue1>tr¹ng th¸i V« TrÇn<enter><color=White> mçi nöa gi©y håi phôc sinh lùc <color=Blue1>[=state_0/100]%<enter><color=White>Phßng thñ ngo¹i c«ng t¨ng <color=Blue1>[=state_1]%<enter><color=White>Tèc ®é di chuyÓn t¨ng <color=Blue1>[=state_2]%<enter><color=White>Tû lÖ vâ c«ng bŞ chÆn ®øng gi¶m <color=Blue1>[=state_3]%<enter><color=White>Trong tr¹ng th¸i lùc ®¸nh gi¶m <color=Blue1>[=state_4]%<enter><color=White>Duy tr× <color=Green1>[=skill_effect_persist_time] <enter><color=White> gi©y<enter><color=White>Gi¶n c¸ch xuÊt chiªu <color=Green1>180 <color=White> gi©y<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>T¨ng sinh lùc <color=Blue1>[=983=state_1] <color=White> ®iÓm<enter><color=White>T¨ng phßng ngù ngo¹i c«ng <color=Blue1>[=983=state_0] <color=White> ®iÓm<enter><color=White>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			ÎŞ³¾Éñ¹¦		ÃØ¼®\mj003_a(ÎŞ³¾Éñ¹¦).3e	1										ÃØ¼®\mj003_b(ÎŞ³¾Éñ¹¦).3e	1			ÃØ¼®\ÎŞ³¾Éñ¹¦.wav				ÉÙÁÖ\Îå×ªÖ¸C.wav							ÎŞ³¾Éñ¹¦.spr	Lo¹i bá t¹p niÖm, b­íc vµo c¶nh giíi v« trÇn.<enter>ra tay nhanh nhÑn	Gold	V« T­¬ng V« KiÕp	<color=White>Mçi gi©y håi néi <color=Blue1>3%<enter><color=White>Tû lÖ phßng ngù néi c«ng t¨ng <color=Blue1>20%<enter><color=White>Tèc ®é di chuyÓn t¨ng <color=Blue1>20%			
1432	V« Song Thiªn La Liªn Ch©u vâng	<color=Blue2> Hç trî bÉy chñ ®éng	<color=White> Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm <enter> cÇn tiªu hao 1 <color=Red1> c¬ quan <enter><color=White> thiÕt lËp bÉy duy tr× 180 gi©y <enter> Ng­êi tróng bÉy sÏ bŞ Thiªn La §Şa Vâng tõ trªn chôp xuèng<enter> bao v©y <color=Blue1>[=416=skill_param2?200: nhá,400:lín] <color=White> Ng­êi tróng bÉy ë gi÷a <enter> ®é bªn l­íi  <color=Blue1>[=416=damage_0] <color=White> ®iÓm <enter><color=White> L­íi duy tr×  <color=Green1>8 <color=White> gi©y <enter> H¹n chÕ sè lÇn thiÕt lËp bÉy <color=Blue1>[=skill_missle_num] <color=White> c¸i <enter><color=White> Gi·n c¸ch xuÊt chiªu <color=Green1>2 <color=White> gi©y <enter><color=Gray>(hiÖu qu¶ liªn quan ®Õn søc m¹nh)<enter><enter><color=White> HiÖu qua vÜnh viÔn <enter><color=White> Sinh lùc t¨ng tèi ®a <color=Blue1>[=985=state_0] <color=White> ®iÓm <enter><color=White> Néi lùc t¨ng tèi ®a <color=Blue1>[=985=state_1] <color=White> ®iÓm <enter> TÊt c¶ ®iÓm thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White> ®iÓm 		100			°µÆ÷±©»÷																												ÌìÂŞµØÍø.spr	C¬ quan tuy nhá nh­ng søc c«ng ph¸ cùc lín<enter>Thiªn La §Şa Vâng tõ trªn chôp xuèng tãm gän tÊt c¶	Gold					
1434	V« Song Nh­ ı Kim §Ønh c«ng	<color=Red3> Hç trî chñ ®éng tÊn c«ng chİnh diÖn	<color=White>Tiªu hao néi lùc <color=Red1>[=cost_mana_point] <color=White>®iÓm <enter><color=White>Ph¸t ®éng<color=Blue1> tr¹ng th¸i Táa Nguyªn <enter><color=Gold>Quan ¢m QuyÖt <color=White> chuyÓn ®æi thµnh <color=Gold>Táa Nguyªn C«ng<enter><color=White>Phßng ngù néi ngo¹i c«ng t¨ng <color=Blue1>[=state_2]%<enter><color=Gold>Phæ tÕ chóng sinh<color=White> sö dïng gi·n c¸ch kĞo dµi  <color=Blue1>6 <color=White> gi©y <enter><color=White>HiÖu qu¶ Táa Nguyªn C«ng: khiÕn môc tiªu trong <color=Green1>15 <color=White> gi©y mçi gi©y mÊt m¸u <color=Blue1>[=417=state_1] <color=White> ®iÓm <enter><color=White>Táa Nguyªn C«ng sö dïng <color=Green1>15 <color=White> gi©y <enter><color=White>Tr¹ng th¸i duy tr× <color=Green1> 10<color=White> phót <enter>Tr¹ng th¸i táa nguyªn sö dông gi·n c¸ch <color=Green1>30 <color=White> gi©y  <enter><color=Gray>( HiÖu qu¶ liªn quan  néi c«ng g©n cèt ) <enter><enter><color=White>HiÖu qu¶ vÜnh viÔn <enter><color=White>Thêi gian  duy tr× cña sù trî gióp c«ng kİch vµ phßng ngù kĞo dµi <color=Blue1>[=987=state_0]%<enter><color=White>TÊt c¶ ®iÓm thuéc tİnh c¬ së t¨ng <color=Blue1>[=495=state_0] <color=White> ®iÓm		100			ÈçÒâËøÔª¹¦		ÃØ¼®\mj005_a(ÈçÒâËøÔª¹¦).3e	2										ÃØ¼®\mj005_b(ÈçÒâËøÔª¹¦).3e	1			ÃØ¼®\ÈçÒâËøÔª¹¦.wav											ÈçÒâËøÔª¹¦.spr	PhËt ph¸p v« biªn, kh¶ sinh v¹n vËt nh­ ı.<enter>®¶ th­¬ng ngò t¹ng	Gold	Mª §å Tù H¶i	<color=White>Môc tiªu liªn tôc mÊt m¸u t¨ng <color=Blue1>100 <color=White>			417
1436	V« Song Bİch H¶i TuyÖt ¢m	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm<enter><color=White>Tung 3 ®¹o cÇm khİ tÊn cao ®èi ph­¬ng<enter>§¹o thø nhÊt s¸t th­¬ng<color=Blue1>[=damage_0]<enter><color=White>§¹o thø 2,3 s¸t th­¬ng <color=Blue1>[=989=damage_0]<enter><color=White>Mçi cÇm ©m ®Òu <color=Blue1>®¸nh lui ®èi ph­¬ng<enter><color=White>Gi¶n c¸ch xuÊt chiªu <color=Green1>20 <color=White> gi©y<enter><color=Gray>(hiÖu qu¶ liªn quan  néi lùc)<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>T¨ng sinh lùc <color=Blue1>[=991=state_0] <color=White> ®iÓm<enter>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			±Ìº£³±ÉúÇú																												±Ìº£³±ÉúÇú.spr	TiÕng cÇm ph¸t ra tùa ®ît sãng hung h·n.<enter> cuèn tr«i tÊt c¶	Gold	Kinh §µo Ph¸ch Ng¹n	<color=White>TiÕng cÇm ®Çu <color=Blue1>tÊn c«ng diÖn réng. <enter><color=White>TiÕng cÇm ®Çu <color=Blue1> ®¸nh xuyªn thÊu			
1438	V« Song Hçn §én TrÊn Nh¹c Ch­ëng	<color=Blue3> Chñ ®éng c«ng kİch (cao cÊp)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm<enter><color=Blue1>Xung kİch <enter><color=White>®¸nh m¹nh 5 quyÒn, uy lùc quyÕt ®Şnh bëi thuéc tİnh b¶n th©n<enter>Mçi quyÒn s¸t th­¬ng <color=Blue1>[=407=damage_0]<enter><color=White>Tû lÖ chÆn ®èi ph­¬ng xuÊt chiªu t¨ng <color=Blue1>[=407=damage_2]%<enter><color=White> ®ång thêi khiÕn kÎ ®Şch <color=Blue1>gi¶m tèc[=407=state_0]%<enter><color=White><color=Blue1>Kh«ng bŞ ph¶n ®ßn<enter><color=White>Duy tr× <color=Green1>[=407=skill_effect_persist_time] <color=White> gi©y<enter><color=White>Gi¶n c¸ch xuÊt chiªu <color=Green1>12 <color=White> gi©y<enter><color=Gray>(HiÖu qu¶ liªn quan søc m¹nh, g©n cèt, th©n ph¸p, néi c«ng, linh ho¹t)<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>T¨ng sinh lùc <color=Blue1>[=995=state_0] <color=White> ®iÓm<enter><color=White>T¨ng néi lùc <color=Blue1>[=995=state_1] <color=White> ®iÓm<enter>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			ÉáÉí¾÷(µ¶)																												»ìãçÎåÔÀÈ­.spr	Ra ®ßn nhanh.<enter>Võa c­¬ng võa nhu, kh¸ng ph¶n ®ßn hiÖu qu¶	Gold	H¸m Nh¹c B¸t Ph­¬ng	<color=White>Lùc tÊn c«ng ngo¹i c«ng gi¶m <color=Blue1>10%<enter><color=White>Phßng thñ ngo¹i c«ng gi¶m <color=Blue1>5%<enter><color=White>Chİnh x¸c gi¶m <color=Blue1>5%<enter><color=White>NĞ tr¸nh gi¶m <color=Blue1>5%<enter><color=White>Tèc ®é thi triÓn vâ c«ng gi¶m <color=Blue1>10%			407
1440	Quı Thiªn Du Long C«n	<color=Blue3> C«ng kİch ngo¹i c«ng (cao)	<color=White>Néi lùc tiªu hao<color=Red1>[=cost_mana_point] <color=White>®iÓm<enter><color=White>VËn toµn c«ng lùc tung ra ®ßn c«n<enter>s¸t th­¬ng<color=Blue1>[=damage_0]<enter><color=Blue0>[=damage_1p]% <color=White>khiÕn ®èi thñ xung quanh bŞ<color=Blue1>®¸nh ng·<enter><color=White>Gi·n c¸ch xuÊt chiªu<color=Green1>18 <color=White>gi©y<enter><color=Gray>(hiÖu qu¶ liªn quan ®Õn th©n ph¸p,linh ho¹t)<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=Gold>B¸ V­¬ng Ngù Gi¸p <color=White>t¨ng tèc ®é xuÊt chiªu<color=Blue1>[=998=state_0-7929856]%<enter><color=White>Giíi h¹n sinh lùc t¨ng <color=Blue1>[=998=state_1] <color=White>®iÓm<enter><color=White>TÊt c¶ thuéc tİnh c¬ b¶n t¨ng<color=Blue1>[=495=state_0] <color=White>®iÓm		100			ŞñÌì´óãØ¹÷		ÃØ¼®\mj008_a(ŞñÌì´óãØ¹÷).3e	1														ÃØ¼®\ŞñÌì´óãØ¹÷A.wav											ŞñÌì´óãØ¹÷.spr	Dèc toµn k×nh lùc lªn c«n <enter>®¸nh ng· ®èi ph­¬ng ®Õn träng th­¬ng	Gold	Du Long Sóy VÜ	<color=White>Lùc tÊn c«ng+ <color=Blue1>500 <color=White>®iÓm <enter><color=Blue1>§¸nh ng·			
1442	V« song huyÒn ¶nh mª tong kiÕm	<color=Green3> C«ng kİch Néi c«ng (cao cÊp)	<color=White>tiªu hao néi lùc<color=Red1>[=cost_mana_point] <color=White>®iÓm<enter><color=White>xuÊt chiªu kiÕm khİ tùa nh­ huyÒn ¶nh cho ®¬n thÓ ®Şch<enter>s¸t th­¬ng chiªu thø 1 <color=Blue1>[=damage_0] <color=White>®iÓm <color=Blue1>[=skill_missle_num] <color=White>lÇn<enter>s¸t th­¬ng chiªu thøc 2 <color=Blue1>[=1000=damage_0]<enter><color=White>cã[=1000=state_0p]% x¸c xuÊt khiÕn môc tiªu <color=Blue1>lo¹n 2s<enter><color=White>gi·n c¸ch sö dông vâ c«ng <color=Green1>20 <color=White>gi©y<enter><color=Gray>(hiÖu qu¶ liªn quan néi c«ng)<enter><enter><color=White>hiÖu qu¶ vÜnh viÔn<enter><color=White>t¨ng giíi h¹n néi lùc <color=Blue1>[=1002=state_0] <color=White>®iÓm <enter>tÊt c¶ thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100			»ÃÓ°ÎŞĞÎ½£																												»ÃÓ°ÎŞĞÎ½£.spr	Chíp nho¸ng phãng ra nhiÒu kiÕm khİ v« h×nh.<enter>khiÕn ®èi ph­¬ng bŞ th­¬ng nÆng	Gold	KiÕm ¶nh Phi S­¬ng	<color=White>Lùc tÊn c«ng kiÕm cuèi cïng t¨ng <color=Blue1>40%<enter><color=White>Tû lÖ 30% <color=Blue1>hçn lo¹n 2 gi©y			425
1444	V« song qu©n tö tiÖt phong quyÕt	<color=Red3> Hç trî tÊn c«ng phô diÖn	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>Dïng bót phong ®iÓm huyÖt <enter>khiÕn môc tiªu <color=Blue1>®øng yªn <color=Green1>[=skill_effect_persist_time] <color=White>gi©y<enter>®ång thêi cã tû lÖ <color=Blue0>[=1004=state_0p]% <color=White> trong <color=Green1>[=1004=skill_effect_persist_time] <color=White>gi©y<enter><color=White>khiÕn môc tiªu <color=Blue1>tª liÖt<enter><color=White>KhiÕn phßng ngù ngo¹i c«ng gi¶m <color=Blue1>[=1004=state_2]%<enter><color=White>Gi·n c¸ch xuÊt chiªu <color=Green1>18 <color=White>gi©y<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=Gold>Th­îng Thanh V« Cùc C«ng <color=White>tèc ®é xuÊt chiªu t¨ng <color=Blue1>[=1006=state_1-10354688]%<enter><color=White>S¸t th­¬ng bót t¨ng <color=Blue1>[=1006=state_0] <color=White>®iÓm<enter><color=White>Giíi h¹n sinh lùc t¨ng <color=Blue1>[=1006=state_2] <color=White>®iÓm<enter><color=White>TÊt c¶ thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=1006=state_3] <color=White>®iÓm		100			¾ı×Ó¹¦		ÃØ¼®\mj010_a(¾ı×Ó¹¦).3e	1								ÃØ¼®\mj010_c(¾ı×Ó¹¦).3e	2									ÃØ¼®\¾ı×Ó¹¦.wav							¾ı×Ó¹¦.spr	L¨ng kh«ng ®iÓm huyÖt<enter>Khèng chÕ ®èi ph­¬ng di chuyÓn	Gold	¶nh DiÖt Phong TËt	<color=White>Thêi gian tª liÖt kĞo dµi <color=Blue1>2 <color=White>gi©y<enter><color=White>Lùc tÊn c«ng gi¶m <color=Blue1>25%			422
1446	V« Song TrÊn Qu©n Phi Long Th­¬ng 	<color=Red3> Hç trî chñ ®éng tÊn c«ng chİnh diÖn	<color=White>Tiªu hao néi lùc <color=Red1>[=cost_mana_point] <color=White>®iÓm<enter>§¸nh chİ m¹ng{<enter><color=White>Phßng ngù néi ngo¹i c«ng gi¶m <color=Blue1>[=state_0]%}{<enter><color=White>Phßng ngù néi ngo¹i c«ng t¨ng <color=Blue1>[=state_2]%}<enter><color=White>®ång thêi t¨ng ®iÓm sè phßng ngù néi ngo¹i c«ng <color=Blue1>[=state_7] <color=White>®iÓm<enter><color=White>rót ng¾n gi·n c¸ch xuÊt chiªu <color=Gold>D­¬ng Gia B«n Lang Th­¬ng<color=White> <color=Blue1>[=state_4>/18] <color=White>gi©y<enter><color=White>rót ng¾n gi·n c¸ch xuÊt chiªu <color=Gold>D­¬ng Gia §¶o H¶i Th­¬ng<color=White> <color=Blue1>[=state_5>/18] <color=White>gi©y<enter><color=White>rót ng¾n gi·n c¸ch xuÊt chiªu <color=Gold>D­¬ng Gia Ngù M· ThuËt<color=White> <color=Blue1>[=state_6>/18] <color=White>gi©y<enter><color=White>duy tr× <color=Green1>[=skill_effect_persist_time] <color=White>gi©y<enter>Gi·n c¸ch xuÊt chiªu <color=Green1>120 <color=White>gi©y<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=White>TÊt c¶ kü n¨ng ph¸t huy s¸t th­¬ng lín nhÊt <color=Blue1>[=1009=state_0]%<enter><color=White>TÊt c¶ ®iÓm thuéc tİnh c¬ b¶n t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100	Õò¾üÈıĞ¥¾÷				ÃØ¼®\mj011_a(Õò¾üÈıĞ¥¾÷).3e	1										ÃØ¼®\mj011_b(Õò¾üÈıĞ¥¾÷).3e	2														Õò¾üÈıĞ¥¾÷.spr	Binh sÜ vµo t­ thÕ s½n sµng chiÕn ®Êu.<enter>khİ thÕ sïng sôc	Gold	Giao Long XuÊt Thñy	<color=White>Thêi gian duy tr× kĞo dµi <color=Blue1>2 <color=White>gi©y<enter><color=White>NĞ hoµn toµn t¨ng <color=Blue1>30%			
1448	V« Song Xuyªn V©n L¹c Hång TiÔn	<color=Blue3> C«ng kİch ngo¹i c«ng (cao)	<color=White>Néi lùc tiªu hao <color=Red1>[=cost_mana_point] <color=White> ®iÓm<enter>Víi thÕ Xuyªn V©n thÇn tiÔn täa nguyÖt tÊn c«ng môc tiªu<enter>Khi tróng ®İch sÏ ph¸t næ, s¸t th­¬ng <color=Blue1>[=damage_0]<enter><color=White>Uy lùc næ <color=Blue1>kh«ng suy gi¶m<enter><color=White>T¨ng tû lÖ ®¸nh chÆn ®èi ph­¬ng xuÊt chiªu <color=Blue1>[=damage_1]%<enter><color=White>Gi¶n c¸ch xuÊt chiªu <color=Green1>20 <color=White> gi©y<enter><enter><color=White>HiÖu qu¶ vÜnh viÔn<enter><color=Gold>D­¬ng Gia To¸i Kim TiÔn <color=White>Tèc ®é thi triÓn t¨ng <color=Blue1>[=1012=state_0-48562176]%<enter><color=White>Sinh lùc  t¨ng <color=Blue1>[=1012=state_1] <color=White> ®iÓm<enter><color=White>Néi lùc t¨ng <color=Blue1>[=1012=state_2] <color=White> ®iÓm<enter>Kh¸ng tÊt c¶ t¨ng <color=Blue1>[=495=state_0] <color=White>®iÓm		100	´©ÔÆ×¹ÔÂ¼ı				ÃØ¼®\mj012_a(´©ÔÆ×¹ÔÂ¼ı).3e	6														ÑîÃÅ\À­¹­Éù2.wav		Îäµ±\ÖËÑô½£ÆøB.wav	9								´©ÔÆ×¹ÔÂ¼ı.spr	Xuyªn v©n thÇn tiÔn víi thÕ trôy nguyÖt ®¶ th­¬ng ®èi ph­¬ng, quĞt s¸ch mäi thø xung quanh	Gold	L©m Uyªn Trôy Hång	<color=White>Tèc ®é di chuyÓn môc tiªu gi¶m <color=Blue1>30% <color=White>duy tr× trong 6 gi©y			
