ID	Name	Type	EffectDesc	BGDesc	AniPlaySpeed	AniBurstSkillOnHorse	AniEndSkillOnHorse	AniBurstSkillNotOnHorse	AniEndSkillNotOnHorse	LauncherBurstSFX_1	LauncherBurstSFXPos_1	LauncherBurstSFXWaittime_1	LauncherBurstSFX_2	LauncherBurstSFXPos_2	LauncherBurstSFXWaittime_2	LauncherEndSFX	LauncherEndSFXPos	LauncherEndSFXWaittime	TargetSFX	TargetSFXPos	PersistSFX_1	PersistSFXPos_1	PersistSFX_2	PersistSFXPos_2	LauncherBurstSound_1	LauncherBurstSoundWaittime_1	LauncherBurstSound_2	LauncherBurstSoundWaittime_2	TargetSound	PersistSound	Blade	BladeAni	BladeMtl	BlurNum	BlurInterval	Icon	Desc	NameColor	SubSkill1Name	SubSkill1Desc	SubSkill2Name	SubSkill2Desc	SubSkillOwnerID																														
1067	圣火刀法(招)									明教\922_b(气化游龙).3e	1										明教\922_b(气化游龙).3e	1																																																			
1068	金炉护体(招)									明教\914_a(金炉护体).3e	1										明教\914_b(金炉护体).3e	1																																																			
1069	烈炀斩(子)																																																																								
1070	烈炀斩(招)																																																																								
1071	炙风旋(子)																																						灼焰玄芒																																		
1072	天劫焚(招)																																																																								
1073	凝火壁(招)									明教\918_a(凝火璧).3e	1										明教\918_a(凝火璧).3e	1																																																			
1074	狂焰奔(招)																																																																								
1075	炙风旋(招)																																																																								
1076	霸煌断(招)																																																																								
1077	气化游龙(招)									明教\922_b(气化游龙).3e	1										明教\922_b(气化游龙).3e	1																																																			
1078	阳炎爆(招)																																																																								
1079	暴杀劲(招)																																																																								
1080	阳炎爆(子)																																																																								
1081	暴杀劲(子)																																																																								
1082	乾坤大挪移(子)																																																																								
1083	光明逍遥功	<color=Red3>被动属性加强	<color=White>限制武器使用 <color=Blue1>笔 <enter><color=White>打坐时每10秒增加内力回复 <color=Blue1>[=state_0] <color=White>点<enter>打坐时每10秒增加生命回复 <color=Blue1>[=state_1] <color=White>点<enter><color=Blue1>流派防御修正<enter><color=Blue1>流派药效修正		100																															光明逍遥功.spr	明教入门心法,有助于回复内力和生命	Gold																																			
1084	光明笔法	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>将内力注入笔尖,一段时间内提高笔风的穿透力<enter>将普通攻击转化为穿透攻击<enter>攻击力 <color=Blue1>[=1118=damage_0] <color=White><enter>武功持续 <color=Green1>180 <color=White>秒<enter>武功使用间隔 <color=Green1>60 <color=White>秒 <enter><color=Gray>(效果关联 身法)		100			光明笔法		明教\901_a(光明笔法).3e	1										明教\901_b2(光明笔法).3e	1									笔.blade	标准男.Ani	黄色1.Mtl			光明笔法.spr	明教初级武功,将普通攻击变为穿透攻击	Gold	笔转锋芒	<color=White>命中点数增加 <color=Blue1>100 <color=White>点																																	
1085	金锁阵	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>五行阵之金阵<enter>对在阵内移动的敌人造成最大生命值 <color=Blue0>[=1124=state_0]% <color=White>的伤害<enter>武功持续 <color=Green1>30 <color=White>秒<enter>武功使用间隔 <color=Green1>10 <color=White>秒<enter><color=Red0>偃旗令 <color=White>攻击力 <color=Blue1>[=1113=damage_0] <enter><color=White>特殊效果为 <color=Blue1>击倒<color=White><enter><color=Red0>负旗令 <color=White>友方内外功伤害提高 <color=Blue1>[=1119=state_0]% <enter><color=Gray>(效果关联 洞察)		100			金锁阵		明教\902_a(金锁阵).3e	1								明教\902_b(金锁阵).3e	1																金锁阵.spr	明教初级金系阵法,在阵内行走的敌人会受到损伤	Gold	金链锁魂	<color=White>削减阵内敌人比例防御 <color=Blue0>10%																																	
1086	偃旗令	<color=Blue3>主动低级外功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]%  <color=White><enter>令一面阵旗倒下,产生一个中范围攻击<enter>根据阵旗的种类产生不同的效果<enter>武功使用间隔 <color=Green1>15 <color=White>秒		100			偃旗令																												偃旗令.spr	明教初级武功,放倒阵旗伤敌,并有奇效	Gold																																			
1087	玄水阵	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>五行阵之水阵<enter>对在阵内施展技能的敌人造成当前生命值 <color=Blue0>[=1125=state_0/10]% <color=White>的伤害<enter>武功持续 <color=Green1>30 <color=White>秒<enter>武功使用间隔 <color=Green1>10 <color=White>秒<enter><color=Red0>偃旗令 <color=White>攻击力 <color=Blue1>[=1114=damage_0] <enter><color=White>特殊效果为减速 <color=Blue0>50% <color=White>持续 <color=Green1>5 <color=White>秒<color=White><enter><color=Red0>负旗令 <color=White>友方每十秒回复生命 <color=Blue1>[=1120=state_0]% 		100			玄水阵		明教\904_a(玄水阵).3e	1								明教\904_b(玄水阵).3e	1																玄水阵.spr	明教初级水系阵法,在阵内施展技能的敌人会受到损伤	Gold	明镜空悬	<color=White>阵内敌人每秒损失 <color=Blue0>2% <color=White>内力																																	
1088	封兵令	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>以笔风点穴,攻击力<color=Blue1>[=damage_0] <color=White><enter>并令敌人 <color=Blue1>封招[=skill_effect_persist_time]秒<enter><color=White>武功使用间隔 <color=Green1>30 <color=White>秒		100			封兵令		明教\905_a(封兵令).3e	1								明教\905_c(封兵令).3e	1																封兵令.spr	明教中级武功,能封住敌人的武功	Gold	四方安定	<color=White>封招时间延长 <color=Green1>2 <color=White>秒																																	
1089	盘木阵	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]% <color=White><enter><color=White>五行阵之木阵<enter>使在阵内的敌人技能消耗增加 <color=Blue1>[=1126=state_0]% <color=White><enter>技能施放速度下降 <color=Blue1>[=1126=state_1]% <enter><color=White>武功持续 <color=Green1>30 <color=White>秒<enter>武功使用间隔 <color=Green1>10 <color=White>秒<enter><color=Red0>偃旗令 <color=White>攻击力 <color=Blue1>[=1115=damage_0] <enter><color=White>特殊效果为每秒持续伤害持续 <color=Green1>5 <color=White>秒 <color=Blue1>[=1115=state_0] <color=White>点<color=White><enter><color=Red0>负旗令 <color=White>友方施展技能有 <color=Blue1>[=1121=state_0]% <color=White>概率无消耗 <enter><color=Gray>(效果关联 身法)		100			盘木阵		明教\906_a(盘木阵).3e	1								明教\906_b(盘木阵).3e	1																盘木阵.spr	明教中级木系阵法,使阵内的敌人技能施展速度下降<enter>且消耗增加	Gold	盘根错节	<color=White>令阵内敌人 <color=Blue1>麻痹																																	
1090	迅影令	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>借阵法之术进入隐身<enter>进入隐身状态时获得短暂的无敌<enter>使用任何技能都会失去隐身的效果<enter>武功持续 <color=Green1>[=skill_effect_persist_time] <color=White>秒<enter>武功使用间隔 <color=Green1>30 <color=White>秒		100			迅影令		明教\907_a(迅影令).3e	1																									迅影令.spr	明教中级武功,使阵兵遁入暗处不被发现	Gold	疾风追影	<color=White>隐身后自身移动速度提高 <color=Blue0>30%																																	
1091	乾坤逆转	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>和敌人交换彼此的位置,之后将敌人<color=Blue1>定身 <color=White><enter>自身比例防御增加 <color=Blue0>[=1130=state_0]% <enter><color=White>武功持续 <color=Green1>5 <color=White>秒<enter>武功使用间隔 <color=Green1>30 <color=White>秒		100			乾坤逆转		明教\908_a(乾坤逆转).3e	1								908_c(乾坤逆转).3e																	乾坤逆转.spr	明教中级武功,交换与敌人的位置,并且使敌人定身<enter>能提高自身防御	Gold	斗转星移	<color=White>换位后目标比例防御减少 <color=Blue0>10%																																	
1092	业火阵	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>五行阵之火阵<enter>使在阵内的敌人受到持续伤害,每秒 <color=Blue1>[=1127=damage_0] <color=White><enter>并有 <color=Blue0>[=1127=state_0p]% <color=White>概率 <color=Blue1>混乱2秒<enter><color=White>武功持续 <color=Green1>30 <color=White>秒<enter>武功使用间隔 <color=Green1>10 <color=White>秒<enter><color=Red0>偃旗令 <color=White>攻击力 <color=Blue1>[=1116=damage_0] <enter><color=White>特殊效果为 <color=Blue1>封招2秒<enter><color=Red0>负旗令 <color=White>友方武功施展速度提高 <color=Blue1>[=1122=state_0]% <color=White><enter>攻击速度提高 <color=Blue1>[=1122=state_1]% <enter><color=Gray>(效果关联 洞察)		100			业火阵		明教\909_a(业火阵).3e	1								明教\909_b(业火阵).3e	1																业火阵.spr	明教中级火系阵法,对阵内的敌人持续伤害<enter>有概率性混乱	Gold	圣炎焚目	<color=White>令阵内敌人被混乱概率提高 <color=Blue0>5% <enter><color=White>点数防御降低 <color=Blue1>40																																	
1093	土牢阵	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>五行阵之土阵<enter>使在阵内的敌人移动速度降低 <color=Blue0>[=1128=state_0]% <color=White><enter>内外点数防御 <color=Blue1>[=1128=state_1] <color=White>点<enter><color=White>武功持续 <color=Green1>30 <color=White>秒<enter>武功使用间隔 <color=Green1>10 <color=White>秒<enter><color=Red0>偃旗令 <color=White>攻击力 <color=Blue1>[=1117=damage_0] <enter><color=White>特殊效果为内外比例防御削减 <color=Blue0>15% <color=White>持续 <color=Green1>5 <color=White>秒<enter><color=Red0>负旗令 <color=White>友方有 <color=Blue1>[=1123=state_0]% <color=White>概率承受伤害减半 <enter><color=Gray>(效果关联 身法)		100			土牢阵		明教\910_a(土牢阵).3e	1								明教\910_b(土牢阵).3e	1																土牢阵.spr	明教高级土系阵法,降低阵内敌人的移动速度和点数防御	Gold	画地为牢	<color=White>阵内敌人闪避点数减少 <color=Blue1>100 <color=White>点																																	
1094	五灵散元	<color=Blue3>主动高级外功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>凝聚五行之力进行定点攻击,攻击力 <color=Blue1>[=damage_0] <color=White><enter>之后散开成5个缓慢飞行的光球,每个球带有<enter>治疗效果,回复友方生命 <color=Blue1>[=1112=imme_0] <color=White>点<enter><color=Gray>(效果关联 洞察)		100			五灵散元		明教\911_a(五灵散元).3e	1																									五灵散元.spr	明教高级武功,定点攻击,并且能治疗周围友军	Gold	化实成虚	<color=White>消除目标上一个正面辅助状态	万般归无	<color=White>消除目标上两个正面辅助状态																															
1095	五灵归元	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>汇聚五行之力,友方全属性增加  <color=Blue1>[=state_0] <color=White>点<color=White><enter>武功持续 <color=Green1>300 <color=White>秒		100			五灵归元		明教\912_a(五灵归元).3e	1								明教\912_c(五灵归元).3e	3																五灵归元.spr	明教高级武功,提升友方全属性	Gold	箴言庇护	<color=White>提高目标生命最大值 <color=Blue0>15%																																	
1096	光明五行阵	<color=Gold> 镇派武功	<color=White>消耗杀气 <color=Red1>[=cost_momentum] <color=White>格<enter>布下五行大阵<enter>增加自己和队友闪避点数 <color=Blue1>[=1111=state_0] <color=White><enter>每秒对周围敌人造成 <enter><color=Blue0>[=imme_0]% <color=White>最大生命的伤害,对NPC造成 <enter><color=Blue1>[=damage_0] <color=White>伤害<enter><color=White>施展过程中，自身 <color=Blue1>[=1215=state_0]% <color=White>免疫所有负面状态<enter>武功持续 <color=Green1>5 <color=White>秒<enter><color=Gray>(五行 由武器决定)	<enter>    古有一物，先天地生，寂兮寥兮，独立而不改，<enter>周行而不殆，乃万物之源，名为无极，无极存<enter>而天地衍化，太极遂生，两仪渐现，<enter>三才四象齐聚，五行乃出。五行者，一曰水，<enter>二曰火，三曰木，四曰金，五曰土。<enter>水曰润下，火曰炎上，木曰曲直，金曰从革，<enter>土爰稼穑。《五帝》篇中记载：“天有五行，水<enter>火木金土，分时化育，以成万物。”五<enter>行为天地演化之体，乃万物萌生之宗。五<enter>行相生而相胜，金赖土生，土多金埋；土赖<enter>火生，火多土焦；火赖木生，木多火炽；木赖水生，水<enter>多木漂；水赖金生，金多水浊。然五行并存，<enter>则各方之力尽显，夫光明五行阵者，借五行相生之道，<enter>存五行相胜之理，若一方有缺，则借相生之道，<enter>衍生弥缺，该阵相生而相存，相辅而相成。若<enter>遇木，则以金击之，木砍削而粉碎；若遇土，则以<enter>木坚之，土禁锢而停滞；若遇水，则以土覆之，水<enter>受阻而断流；若遇火，则以水淹之，火淹没而熄灭，若<enter>遇金，则以火熔之，金解体而消熔。五行阵以光明<enter>为庇护，五行融合而为一，世间万物莫能阻<enter>隔，五行变幻，雨为之呐喊，风为之呼啸，雷为之惊鸣，地<enter>为之崩塌，天为之厉色，山岳为之撼动，天<enter>地为之汗颜。	100			光明五行阵		明教\光明五行阵_b.3e	1	-1																						10	500	光明五行阵.spr	明教镇派阵法,能提高阵内友方的闪避<enter>并且杀伤阵内的敌人	Gold																																			
1097	光明笔法(招)																																																																								
1098	金锁阵(阵旗招)																																																																								
1099	偃旗令(招)																																																																								
1100	偃旗令(招子)																																																																								
1101	玄水阵(阵旗招)																																																																								
1102	封兵令(招)																																																																								
1103	盘木阵(阵旗招)																																																																								
1104	迅影令(招)																																																																								
1105	乾坤逆转(招)																																																																								
1106	业火阵(阵旗招)																																																																								
1107	土牢阵(阵旗招)																																																																								
1108	五灵散元(招1)																																																																								
1109	五灵散元(招2)																																																																								
1110	五灵归元(招)																																																																								
1111	光明五行阵(子)																																																																								
1112	五灵散元(子)																																																																								
1113	金锁阵(偃旗)																																																																								
1114	玄水阵(偃旗)																																																																								
1115	盘木阵(偃旗)																																																																								
1116	业火阵(偃旗)																																																																								
1117	土牢阵(偃旗)																																																																								
1118	光明笔法普通				100			单手类笔暴击,单手类笔攻击03																							笔.blade	标准男.Ani	白色1.Mtl																																								
1119	金锁阵(负旗)																																																																								
1120	玄水阵(负旗)																																																																								
1121	盘木阵(负旗)																																																																								
1122	业火阵(负旗)																																																																								
1123	土牢阵(负旗)																																																																								
1124	金锁阵(阵旗)																																																																								
1125	玄水阵(阵旗)																																																																								
1126	盘木阵(阵旗)																																																																								
1127	业火阵(阵旗)																																																																								
1128	土牢阵(阵旗)																																																																								
1129	迅影令(子)																																																																								
1130	乾坤逆转(子)																																																																								
1131	寒冰心法	<color=Purple>入门武功	<color=White>限制武器使用 <color=Blue1>爪<enter><color=White>打坐时每10秒增加生命回复 <color=Blue1>[=state_0] <enter><color=White>打坐时每10秒增加内力回复 <color=Blue1>[=state_1] <enter><color=White>提高角色生命上限 <color=Blue1>[=state_2]% {<enter><color=White>提高内伤回复速度 <color=Blue1>[=state_3]%}<enter><color=Blue1>流派防御修正<enter><color=Blue1>流派药效修正		100																															寒冰心法.spr	明教血人入门心法,有助于回血	Gold																																			
1132	断骨爪	<color=Green3>主动低级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>挥舞利爪抓破敌人身躯<enter><color=White>前两式攻击力 <color=Blue1>[=damage_0] <enter><color=White>第三式攻击力 <color=Blue1>[=1144=damage_0] <enter><color=White>并造成 <color=Blue1>流血 <color=White>效果持续 <color=Green1>2 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>1 <color=White>秒<enter><color=Gray>(效果关联 身法 内功)		100			断骨爪																												断骨爪.spr	明教血人初级爪功,近身攻击敌人<enter>造成流血效果	Gold	裂脊碎骨	<color=White>最后一击攻击力提高 <color=Blue0>30%			1144																														
1133	腐伤印	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>对敌人施展腐蚀的印记<enter><color=White>当带有印记的目标处于 <color=Blue1>流血 <color=White>状态时,<enter>造成每秒 <color=Blue1>[=1288=state_0] <color=White>的持续伤害<enter><color=White>印记持续 <color=Green1>15 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>5 <color=White>秒<enter><color=Gray>(效果关联 根骨 身法)		100			腐伤印		明教\926_a(腐伤印).3e	2										明教\926_b(腐伤印).3e	1														腐伤印.spr	明教血人初级印法,如遇鲜血则不断腐蚀肉身	Gold	腐心蚀脉	<color=White>持续时间延长 <color=Green1>3 <color=White>秒																																	
1134	青翼步法	<color=Red3>主动正面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>纵身一跃瞬间飞行到指定位置<enter>武功使用间隔 <color=Green1>5 <color=White>秒		100			青翼步法		明教\927_a(青翼步法).3e	1																									青翼步法.spr	明教血人独门轻功,一跃便可飞行百步	Gold	虚影凌乱	<color=White>瞬移后回复 <color=Blue1>5 <color=White>点体力																																	
1135	崩血印	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>对敌人施展阻断血脉的印记<enter><color=White>当带有印记的目标处于 <color=Blue1>流血 <color=White>状态时<enter><color=White>血脉喷涌崩裂殃及周围,血崩攻击力 <color=Blue1>[=1157=damage_0] <enter><color=White>印记持续 <color=Green1>15 <color=White>秒<enter><color=Gray>(效果关联 身法 内功)		100			崩血印		明教\928_a(崩血印).3e	1										明教\928_b(崩血印).3e	1														崩血印.spr	明教血人初级印法,如遇鲜血则血脉炸裂<enter>血花凌乱	Gold	血脉崩猝	<color=White>爆炸范围增加 <color=Blue1>3 <color=White>格																																	
1136	吸血印	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_percent]% <color=White><enter>对敌人施展印记,当敌人处于 <color=Blue1>流血 <color=White>状态时,<enter>受到吸血攻击,攻击力 <color=Blue1>[=1159=damage_0] <enter><color=White>并回复等同于本次伤害 <color=Blue1>[=1159=damage_1]% <color=White>的生命<enter><color=White>印记持续 <color=Green1>10 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>30 <color=White>秒<enter><color=Gray>(效果关联 内功)		100			吸血印													明教\929_b(吸血印).3e	1														吸血印.spr	明教血人中级印法,吸食鲜血回复自身	Gold	膏血盛宴	<color=White>额外吸取 <color=Blue0>25%																																	
1137	寒血印	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>对敌人施展冰冷的印记,使敌人 <color=Blue1>麻痹<enter><color=White>并有 <color=Blue1>[=state_1p]% <color=White>的概率 <color=Blue1>封锁敌人武功 <enter><color=White>印记持续 <color=Green1>3 <color=White>秒<enter>武功使用间隔 <color=Green1>25 <color=White>秒		100			寒血印		明教\930_a(寒血印).3e	1										明教\930_b(寒血印).3e	1														寒血印.spr	明教血人中级印法,冰寒令敌人麻痹并<enter>可能无法施展任何技能	Gold	血冷心冰	<color=White>持续时间延长 <color=Green1>2 <color=White>秒																																	
1138	刺骨印	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>对敌人施展刺骨印记,使敌人有 <color=Blue1>[=state_0]% <color=White>的概率 <color=Blue1>承受伤害翻倍 <enter><color=White>印记持续 <color=Green1>15 <color=White>秒<enter>武功使用间隔 <color=Green1>20 <color=White>秒		100			刺骨印		明教\931_a(刺骨印)g.3e	1										明教\931_b(刺骨印).3e	1														刺骨印.spr	明教血人中级印法,刺骨寒霜令敌人易伤<enter>一定概率承受双倍伤害	Gold	坚冰入髓	<color=White>概率提高 <color=Blue0>25%																																	
1139	追魂印	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>对敌人施展追魂印记,敌人每次移动时受到每秒生命最大值 <color=Blue0>[=state_0]% <color=White>比例伤害<enter><color=White>印记持续 <color=Green1>5 <color=White>秒<enter>武功使用间隔 <color=Green1>30 <color=White>秒		100			追魂印		明教\932_a(追魂印).3e	1										明教\932_b(追魂印).3e	2														追魂印.spr	明教血人中级印法,每次移动就会受到重伤<enter>步入黄泉	Gold	黄泉蹒跚	<color=White>每次移动附加额外提高伤害 <color=Blue1>2%																																	
1140	弑颈爪	<color=Green3>主动高级内功攻击	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>立刻飞行到指定位置,飞行中割破敌人脖颈<enter><color=White>攻击力 <color=Blue1>[=damage_0] <color=White>并造成 <color=Blue1>流血 <color=White>效果<enter>持续 <color=Green1>10 <color=White>秒<enter>武功使用间隔 <color=Green1>15 <color=White>秒<enter><color=Gray>(效果关联 内功)		100			弑颈爪													明教\933_c(弑颈爪).3e	2														弑颈爪.spr	明教血人高级爪功,飞行中割破敌人脖颈使其血流不止	Gold	刎颈封喉	<color=White>削减敌人内功比例防御 <color=Blue0>15%																																	
1141	寒冰血障	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>自身每损失 <color=Blue1>[=state_0&ss_0/100]% <color=White>的生命,则回复自身 <color=Blue1>[=state_0&ss_1/100]% <color=White>的生命<enter><color=White>效果持续 <color=Green1>10 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>90 <color=White>秒		100			寒冰血障													明教\934_b(寒冰血障).3e	1														寒冰血障.spr	明教血人高级武功,可把伤害化作血气回复自身	Gold	碎冰叠霜	<color=White>内外功点数防御增加 <color=Blue1>500 <color=White>点																																	
1142	化血印	<color=Red3>主动负面攻击辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter><color=White>对敌人施展化血印记,当敌人处于 <color=Blue1>流血 <color=White>状态时,骨肉消融<enter><color=White>攻击力 <color=Blue1>[=1161=damage_0] <color=White>同时耗损敌人 <color=Blue0>[=1161=imme_0]% <color=White>点内力<enter>印记持续 <color=Green1>15 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>20 <color=White>秒<enter><color=Gray>(效果关联 根骨 身法)		100			化血印													明教\935_b(化血印).3e	1														化血印.spr	明教血人高级印法,如遇鲜血则消融血气内力和体力	Gold	形消体溶	<color=White>消耗敌人体力 <color=Blue1>20<color=White>点																																	
1143	殒殇印	<color=Red3>主动负面攻击辅助	<color=White>消耗生命 <color=Red1>[=cost_life_percent]% <enter><color=White>对敌人施展殒命印记,当敌人处于 <color=Blue1>流血 <color=White>状态时<enter><color=White>造成 当前生命 <color=Blue1>[=1161=imme_0]% <color=White>伤害并 <color=Blue1>定身 2 <color=White>秒<enter><color=White>印记持续 <color=Green1>10 <color=White>秒<enter><color=White>武功使用间隔 <color=Green1>30 <color=White>秒<enter><color=Gray>(效果关联 身法)		100			殒殇印		明教\936_a(殒殇印).3e	1										明教\936_b(殒殇印).3e	1														殒殇印.spr	明教血人高级印法,以自身鲜血化印伤敌<enter>并使敌人定身	Gold	禁断灭生	<color=White>伤害增加 <color=Blue0>5%																																	
1144	断骨爪(子)																																						裂脊碎骨																																		
1145	断骨爪(子招)																																																																								
1146	腐伤印(招)																				明教\926_b(腐伤印).3e	1																																																			
1147	青翼步法(招)																																																																								
1148	崩血印(招)																				明教\928_b(崩血印).3e	1																																																			
1149	吸血印(招)																				明教\929_b(吸血印).3e	1																																																			
1150	寒血印(招)																				明教\930_b(寒血印).3e	1																																																			
1151	刺骨印(招)																				明教\931_b(刺骨印)g.3e	1																																																			
1152	追魂印(招)																				明教\932_b(追魂印).3e	2																																																			
1153	弑颈爪(招)																				明教\933_c(弑颈爪).3e	2																																																			
1154	寒冰血障(招)																				明教\934_b(寒冰血障).3e	1																																																			
1155	化血印(招)																				明教\935_b(化血印).3e	1																																																			
1156	殒殇印(招)																				明教\936_b(殒殇印).3e	1																																																			
1157	崩血印爆炸																																																																								
1158	崩血印爆炸(招)																																																																								
1159	吸血印吸血																																																																								
1160	吸血印吸血(招)																																																																								
1161	化血印化血																																																																								
1162	化血印化血(招)																																																																								
1163	殒殇印殒殇																																																																								
1164	殒殇印殒殇(招)																																																																								
1199	圣火刀法(子)				100			单手类剑暴击,单手类剑攻击03																							刀.blade	标准男.Ani	黄色1.Mtl																																								
1200	狂焰奔(子)																																																																								
1201	圣火刀法(招子)																																																																								
1202	回锋烈焰	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点<enter>以狂怒的烈焰逆转刀锋,立刻获得 <color=Blue1>[=imme_0] <color=White>格怒气<enter>所有技能出招概率提高 <color=Blue0>[=state_0]% <color=White><enter>武功持续 <color=Green1>20 <color=White>秒<enter>武功使用间隔 <color=Green1>120 <color=White>秒		100			回锋烈焰		秘籍\mj015_a(回锋烈焰).3e	1										秘籍\mj015_b(回锋烈焰).3e	1														回锋烈焰.spr	明教圣战秘籍,以烈焰催谷令怒气暴增并增加出招概率	Gold	锋断恩怨	<color=White>武功持续时间延长 <color=Blue0>10 <color=White>秒																																	
1203	负旗令	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White>点发动负旗令<enter>选择一面阵旗背于背上<enter>按照阵旗类型产生光环效果辅助范围内友方<enter>负旗时阵兵生命低于 <color=Blue0>[=1206=state_0<]% <color=White>时<enter>内外比例防御增加 <color=Blue0>[=1206=state_0>]% <enter><color=White>武功持续 <color=Green1>180 <color=White>秒<enter>武功使用间隔 <color=Green1>15 <color=White>秒<enter>一名阵兵同一时间只能背负一面阵旗		100			负旗令																												负旗令.spr	明教阵兵秘籍,将阵旗背于背上<enter>鼓舞士气	Gold																																			
1204	寒冰凝血印	<color=Red3>主动正面防御辅助	<color=White>消耗内力 <color=Red1>[=cost_mana_point] <color=White><enter>凝固冰血,提高功力<enter>生命上限提高 <color=Blue0>[=state_0]% <enter><color=White>施展速度提高 <color=Blue0>[=state_1]% <enter>移动速度提高 <color=Blue0>[=state_2]% <enter><enter><color=White>武功持续 <color=Green1>15 <color=White>秒<enter>武功使用间隔 <color=Green1>60 <color=White>秒		100			寒冰凝血印		秘籍\mj016_a(寒冰凝血印).3e	1										秘籍\mj016_b(寒冰凝血印).3e	2														寒冰凝血印.spr	明教血人秘籍,短时间内生命和速度大增	Gold	寒魂冻魄	<color=White>免疫<color=Blue1>中毒<color=White>效果																																	
1205	回锋烈焰(招)																																																																								
1206	负旗令(子)																																																																								
1207	寒冰凝血印(招)																																																																								
1208	金锁阵(招)																																																																								
1209	玄水阵(招)																																																																								
1210	盘木阵(招)																																																																								
1211	业火阵(招)																																																																								
1212	土牢阵(招)																																																																								
