enum_core	string
LOC_MSG_CHAT_FRIEND_NOT_NEAR	%.32s kh«ng ë ®©y!
LOC_MSG_CHAT_FRIEND_NOT_ONLINE	%.32s kh«ng lªn m¹ng!
LOC_MSG_CHAT_TAR_REFUSE_SINGLE_TALK	%.32s ch­a më Kªnh ch¸t mËt!
LOC_MSG_SHOP_NO_ROOM	Hµnh trang b¹n kh«ng cßn chç chøa!
LOC_MSG_SHOP_NO_MONEY	Ng©n l­îng kh«ng ®ñ!
LOC_MSG_CAN_NOT_REPAIR	VËt phÈm nµy kh«ng thÓ söa ch÷a!
LOC_MSG_NPC_NO_MANA	Néi lùc kh«ng ®ñ
LOC_MSG_NPC_NO_STAMINA	ThÓ lùc kh«ng ®ñ
LOC_MSG_NPC_NO_LIFE	Sinh lùc kh«ng ®ñ
LOC_MSG_NPC_DEATH	%s ®· träng th­¬ng!
LOC_MSG_COUPLE_REVIVAL	B¹n c¶m thÊy '%s' mang l¹i cho b¹n dòng khÝ míi, muèn tiÕp tôc tiÕp nhËn søc m¹nh thÇn kú cña t×nh yªu? %d gi©y
LOC_MSG_NPC_ASK_REVIVAL	\%s\ ra tay nghÜa hiÖp, ®ång ý? %d gi©y
LOC_MSG_USE_DUMMY_REVIVAL	C¸c h¹ cã muèn sö dông ThÕ Th©n Phï, håi sinh t¹i chç sau %d  gi©y
LOC_MSG_OBJ_CANNOT_PICKUP	B¹n kh«ng thÓ nhÆt vËt phÈm cña ng­êi kh¸c!
LOC_MSG_MONEY_CANNOT_PICKUP	B¹n kh«ng thÓ nhÆt tiÒn cña ng­êi kh¸c!
LOC_MSG_OBJ_TOO_FAR	VËt phÈm qu¸ xa, kh«ng thÓ nhÆt ®­îc!
LOC_MSG_DEC_MONEY	B¹n bÞ trõ 
LOC_MSG_EARN_MONEY	B¹n nhËn ®­îc 
LOC_MSG_PUT_MONEY	§· cÊt gi÷
LOC_MSG_GET_MONEY	§· rót
LOC_MSG_MONEY_TO_LIMIT	Ng©n l­îng trong hµnh trang qu¸ nhiÒu, xin xö lý kÞp thêi, nÕu kh«ng khi rêi m¹ng hoÆc chuyÓn giao sÏ bÞ mÊt phÇn d­ quy ®Þnh.
LOC_MSG_MONEY_TO_LIMIT_SHORT	Ng©n l­îng bá vµo hµnh trang v­ît møc cho phÐp!
LOC_MSG_DEATH_LOSE_ITEM	B¹n ®· vøt bá mét %s!
LOC_MSG_ADD_ITEM	B¹n nhËn ®­îc %s!
LOC_MSG_ITEM_SAME_DETAIL_IN_IMMEDIATE	Hép phÝm nhanh ®· cã vËt phÈm cïng lo¹i råi!
LOC_MSG_CAN_NOT_VIEW_ITEM	HiÖn t¹i b¹n kh«ng thÓ xem th«ng tin trang bÞ ng­êi kh¸c!
LOC_MSG_ITEM_DAMAGED	%s cña b¹n ®· h­ háng hoµn toµn!
LOC_MSG_ITEM_NEARLY_DAMAGED	%s cña b¹n s¾p bÞ háng!
LOC_MSG_EQUIP_NOT_IDENTIFY	Trang bÞ ch­a ®­îc gi¸m ®Þnh.
LOC_MSG_EQUIP_NOT_NEWBIE	T©n thñ kh«ng thÓ sö dông.
LOC_MSG_EQUIP_NOT_FACTION	B¹n kh«ng thÓ sö dông trang bÞ nµy.
LOC_MSG_EQUIP_NOT_LEVEL	§¼ng cÊp kh«ng ®ñ.
LOC_MSG_EQUIP_NOT_SKILL_LEVEL	§¼ng cÊp vâ c«ng kh«ng ®ñ, kh«ng thÓ trang bÞ.
LOC_MSG_THROW_POPUR_NOT_ENOUGH	PhÈm h¹nh ®Æt vµo kh«ng ®ñ.
LOC_MSG_CANNOT_READ	Kh«ng thÓ tu luyÖn
LOC_MSG_FACTION_CONTRIBUTE_LIMIT	Danh väng s­ m«n ch­a ®ñ, kh«ng thÓ trang bÞ!
LOC_MSG_TRADE_STATE_OPEN	HiÖn t¹i b¹n ®· cã thÓ giao dÞch!
LOC_MSG_TRADE_STATE_CLOSE	HiÖn t¹i b¹n kh«ng thÓ giao dÞch!
LOC_MSG_TRADE_SELF_LOCK	VËt phÈm giao dÞch ®· bÞ khãa.
LOC_MSG_TRADE_SELF_UNLOCK	VËt phÈm giao dÞch ®· ®­îc më khãa!
LOC_MSG_TRADE_DEST_LOCK	%s ®· khãa giao dÞch!
LOC_MSG_TRADE_DEST_UNLOCK	%s ®· më khãa giao dÞch!
LOC_MSG_TRADE_SUCCESS	B¹n cïng víi %s giao dÞch thµnh c«ng.
LOC_MSG_TRADE_FAIL	B¹n cïng víi %s giao dÞch thÊt b¹i.
LOC_MSG_TRADE_SELF_ROOM_FULL	B¹n kh«ng cßn chç trèng.
LOC_MSG_TRADE_DEST_ROOM_FULL	%s kh«ng cßn chç trèng.
LOC_MSG_TRADE_SEND_APPLY	B¹n xin phÐp giao dÞch víi %s!
LOC_MSG_TRADE_GET_APPLY	%s xin phÐp giao dÞch víi b¹n!
LOC_MSG_TRADE_REFUSE_APPLY	B¹n mêi %.32s giao dÞch ch­a nhËn ®­îc ®ång ý!
LOC_MSG_TRADE_TASK_ITEM	VËt phÈm nµy kh«ng thÓ mang giao dÞch hay bµy b¸n!
LOC_MSG_TRADE_ABRASION_HIGH	Trang bÞ h­ háng qu¸ nÆng, cÇn ®­îc söa ch÷a!
LOC_MSG_TRADE_ABRASION_MIDDEL	Trang bÞ ®· bÞ háng, cÇn ®­îc söa ch÷a!
LOC_MSG_TRADE_ABRASION_LOW	Trang bÞ bÞ trÇy x­íc, cÇn ®­îc söa ch÷a!
LOC_MSG_TRADE_EXPORT_LOCK	§ang ë tr¹ng th¸i khãa an toµn, kh«ng thÓ giao dÞch
LOC_MSG_INTERACTION_APPLY	B¹n muèn cïng %s %s!
LOC_MSG_INTERACTION_ARRIVAL	%s ngá ý cïng b¹n %s!
LOC_MSG_INTERACTION_REPLY_NO	%s kh«ng tiÕp nhËn ®­îc lêi mêi cña b¹n!
LOC_MSG_INTERACTION_ACCEPT	B¹n tiÕp nhËn lêi ngá ý %s cña %s!
LOC_MSG_INTERACTION_BE_ACCEPT	B¹n ngá ý cïng víi %s %s!
LOC_MSG_INTERACTION_SELFDENIE	B¹n kh«ng thÓ gëi lêi mêi cho chÝnh m×nh!
LOC_MSG_INTERACTION_OUTRANGE	B¹n c¸ch ng­êi ch¬i môc tiªu qu¸ xa!
LOC_MSG_INTERACTION_APPLY_NO	HiÖn t¹i b¹n kh«ng thÓ mêi ng­êi kh¸c tham gia
LOC_MSG_INTERACTION_RIDING	Khi c­ìi ngùa kh«ng thÓ cïng ng­êi kh¸c thùc hiÖn ®éng t¸c nµy!
LOC_MSG_INTERACTION_BE_RIDING	§èi ph­¬ng ®ang c­ìi ngùa, kh«ng thÓ tiÕn hµnh ®éng t¸c nµy!
LOC_MSG_INTERACTION_NOT_RIDING	B¹n kh«ng c­ìi ngùa, kh«ng thÓ c­ìi ngùa s¸nh ®«i!
LOC_MSG_INTERACTION_RIDING_SPECIAL	Thó c­ìi nµy kh«ng thÓ c­ìi chung!
LOC_MSG_INTERACTION_SAME_SEX	B¹n kh«ng thÓ mêi ng­êi ch¬i cïng giíi tÝnh!
LOC_MSG_INTERACTION_STATUS_WRONG	Tr¹ng th¸i hiÖn t¹i kh«ng thùc hiÖn ®éng t¸c nµy!
LOC_MSG_INTERACTION_SELF_PKING	B¹n ®ang ë tr¹ng th¸i PK, kh«ng thÓ thùc hiÖn ®éng t¸c nµy!
LOC_MSG_INTERACTION_OTHER_PKING	§èi t­îng ®ang ë tr¹ng th¸i PK, kh«ng thÓ nhËn lêi mêi cña b¹n!
LOC_MSG_INTERACTION_NO_STAMIA	ThÓ lùc kh«ng ®ñ, kh«ng thÓ thùc hiÖn ®éng t¸c nµy!
LOC_MSG_INTERACTION_IN_STALL	B¹n ®ang ngåi b¸n, kh«ng thÓ thùc hiÖn ®éng t¸c nµy!
LOC_MSG_INTERACTION_TARGET_IN_STALL	§èi ph­¬ng ®ang ngåi b¸n, kh«ng thÓ thùc hiÖn ®éng t¸c nµy!
LOC_MSG_INTERACTION_LEVEL_LIMITED	§¼ng cÊp ch­a ®ñ, kh«ng thÓ thùc hiÖn ®éng t¸c nµy!!
LOC_MSG_HORSE_IS_TOO_TIRED	Ngùa b¹n qu¸ mÖt råi, cÇn ph¶i nghØ ng¬i míi cã thÓ ®i tiÕp!
LOC_MSG_HORSE_IS_TOO_OLD	Ngùa b¹n ®· giµ qu¸ råi, chi b»ng ®Ó nã an h­ëng tuæi giµ vËy!
LOC_MSG_PK_NORMAL_FLAG_0	B¹n ®ang ë tr¹ng th¸i luyÖn c«ng!
LOC_MSG_PK_NORMAL_FLAG_1	B¹n ®ang ë tr¹ng th¸i chiÕn ®Êu!
LOC_MSG_PK_NORMAL_FLAG_2	B¹n ®ang ë tr¹ng th¸i ®å s¸t!
LOC_MSG_PK_NORMAL_FLAG_3	Tr¹ng th¸i PK trë thµnh chiÕn ®Êu bang héi!
LOC_MSG_PK_FIGHT_FLAG	PK ®ang ë tr¹ng th¸i chiÕn ®Êu!
LOC_MSG_PK_KILL_ALL_FLAG	PK ®ang ë tr¹ng th¸i ®å s¸t!
LOC_MSG_PK_VALUE	TrÞ PK cña b¹n hiÖn t¹i lµ %d!
LOC_MSG_PK_ERROR_1	B¹n ®ang ë tr¹ng th¸i phi chiÕn ®Êu!
LOC_MSG_PK_ERROR_2	T©n thñ kh«ng thÓ PK!
LOC_MSG_PK_ERROR_3	B¹n ®ang ®ä søc víi ng­êi kh¸c!
LOC_MSG_PK_ERROR_4	B¹n ®ang cõu s¸t ng­êi kh¸c!
LOC_MSG_PK_ERROR_5	B¹n kh«ng thÓ cõu s¸t c¸c T©n Thñ!
LOC_MSG_PK_ERROR_6	§èi ph­¬ng ®ang ë tr¹ng th¸i phi chiÕn ®Êu!
LOC_MSG_PK_ERROR_7	§èi ph­¬ng ®ang ®ä søc víi ng­êi kh¸c!
LOC_MSG_PK_ERROR_8	Tr¹ng th¸i PK phi luyÖn c«ng chuyÓn sang luyÖn c«ng ph¶i mÊt 3 phót!
LOC_MSG_PK_ERROR_9	B¹n kh«ng thÓ cõu s¸t ®ång ®éi!
LOC_MSG_PK_ERROR_10	B¹n ®· bÞ träng th­¬ng, kh«ng thÓ PK!
LOC_MSG_PK_ERROR_11	B¹n ®· bÞ träng th­¬ng, kh«ng thÓ tiÕn hµnh cõu s¸t!
LOC_MSG_PK_ERROR_12	Thµnh viªn bang héi míi cã thÓ më chiÕn ®Êu bang héi!
LOC_MSG_PK_ENMITY_APPLY	%s muèn cïng b¹n tû vâ!
LOC_MSG_PK_ENMITY_SUCCESS_1	%s ®ang tiÕn hµnh cõu s¸t b¹n!
LOC_MSG_PK_ENMITY_SUCCESS_2	B¹n ®ang tiÕn hµnh cõu s¸t %s!
LOC_MSG_PK_ENMITY_SUCCESS_3	Sau %d gi©y cõu s¸t b¾t ®Çu!
LOC_MSG_PK_ENMITY_CLOSE	KÕt thóc cõu s¸t!
LOC_MSG_PK_ENMITY_WIN_CLOSE	Chóc mõng b¹n ®· giµnh th¾ng lîi!
LOC_MSG_PK_ENMITY_LOSE_CLOSE	Tû vâ thÊt b¹i, xin ®õng ng· lßng!
LOC_MSG_PK_ENMITY_OPEN	B¾t ®Çu tiÕn hµnh cõu s¸t!
LOC_MSG_PK_TOO_HIGH_TO_ENTER_CITY	PK cña b¹n qu¸ cao, vµo thµnh sî r»ng sÏ gÆp nguy hiÓm!
LOC_MSG_PK_IN_TEAM_SELF	§¹i hiÖp ®ang ë trong tæ ®éi, kh«ng thÓ so tµi
LOC_MSG_PK_IN_TEAM_OTHER	§èi ph­¬ng ®ang ë trong tæ ®éi, kh«ng thÓ so tµi
LOC_MSG_TEAM_PKING_LEADER	§éi tr­ëng ®ang so tµi v× vËy kh«ng thÓ tæ ®éi
LOC_MSG_TEAM_PKING_ADDER	Ng­êi ch¬i ®ang so tµi kh«ng thÓ tæ ®éi
LOC_MSG_TONG_CREATE_ERROR01	Tªn qu¸ dµi!
LOC_MSG_TONG_CREATE_ERROR02	Phe nhãm bang héi kh«ng phï hîp!
LOC_MSG_TONG_CREATE_ERROR03	§ang cã bang héi, kh«ng thÓ thµnh lËp bang héi kh¸c!
LOC_MSG_TONG_CREATE_ERROR04	S¸t thñ míi cã thÓ thµnh lËp bang héi!
LOC_MSG_TONG_CREATE_ERROR05	§¼ng cÊp ®Ó thµnh lËp bang héi ch­a ®ñ!
LOC_MSG_TONG_CREATE_ERROR06	§¼ng cÊp thèng so¸i cña b¹n ch­a ®ñ!
LOC_MSG_TONG_CREATE_ERROR07	Thµnh lËp bang héi cÇn cã %d l­îng!
LOC_MSG_TONG_CREATE_ERROR08	§ang tæ ®éi, kh«ng thÓ thµnh lËp bang héi!
LOC_MSG_TONG_CREATE_ERROR09	Tªn kh«ng ®óng!
LOC_MSG_TONG_CREATE_ERROR10	Kh«ng ®ñ tiÒn ®Ó thµnh lËp bang héi!
LOC_MSG_TONG_CREATE_ERROR11	Bang héi kh«ng hîp lÖ hoÆc trïng tªn víi bang héi kh¸c!
LOC_MSG_TONG_APPLY_CREATE	B¹n xin phÐp lËp bang héi!
LOC_MSG_TONG_CREATE_SUCCESS1	Thµnh lËp bang héi thµnh c«ng!
LOC_MSG_TONG_CREATE_SUCCESS2	%s vµo giai ®o¹n kh¶o nghiÖm!
LOC_MSG_TONG_CREATE_SUCCESS3	Xin mau chãng më réng qui m«!
LOC_MSG_TONG_INSTATE_FAIL_ID2	%s kh«ng cã trªn m¹ng, kh«ng thÓ nhËn chøc vÞ nµy!
LOC_MSG_TONG_INSTATE_FAIL_ID3	%s ch­a ®ñ n¨ng lùc, kh«ng thÓ ®¶m nhËn chøc vÞ nµy!
LOC_MSG_TONG_CHANGE_JOB_CALL_ERROR1	Danh hiÖu qu¸ dµi!
LOC_MSG_TONG_CHANGE_JOB_CALL_ERROR2	Bang chñ míi cã thÓ ®æi tªn!
LOC_MSG_TONG_CHANGE_JOB_CALL_ERROR3	Bang chñ míi cã thÓ thay ®æi phe nhãm!
LOC_MSG_TONG_APPLY_ADD	B¹n xin phÐp lËp bang héi!
LOC_MSG_TONG_APPLY_ADD_ERROR1	§· cã bang héi, kh«ng thÓ gia nhËp bang héi kh¸c!
LOC_MSG_TONG_APPLY_ADD_ERROR2	S¸t thñ míi cã thÓ gia nhËp bang héi!
LOC_MSG_TONG_APPLY_ADD_ERROR3	§ang tæ ®éi, kh«ng thÓ gia nhËp bang héi!
LOC_MSG_TONG_REFUSE_ADD	%.32s ch­a tr¶ lêi ®ång ý gia nhËp bang héi!
LOC_MSG_TONG_ADD_SUCCESS	B¹n ®· gia nhËp bang héi!
LOC_MSG_TONG_CANNOT_LEAVE1	Bang chñ kh«ng thÓ rêi khái bang héi!
LOC_MSG_TONG_CANNOT_LEAVE2	Tr­ëng l·o kh«ng thÓ rêi khái bang héi!
LOC_MSG_TONG_BE_KICKED	B¹n ®· bÞ trôc xuÊt khái bang héi!
LOC_MSG_TONG_LEAVE_SUCCESS	B¹n chñ ®éng rêi khái bang héi thµnh c«ng!
LOC_MSG_TONG_LEAVE_FAIL	B¹n chñ ®éng rêi khái bang héi thÊt b¹i!
LOC_MSG_TONG_CHANGE_AS_MASTER	B¹n ®­îc truyÒn chøc vÞ bang chñ!
LOC_MSG_TONG_CHANGE_AS_MEMBER	B¹n trë thµnh bang chóng!
LOC_MSG_TONG_DISMISS	Bang héi cña b¹n ch­a qua giai ®o¹n kh¶o nghiÖm nªn bÞ gi¶i t¸n!
LOC_MSG_TONG_CHANGE_CAMP_NO_MONEY	Thay ®æi phe nhãm bang héi cÇn n¹p %d v¹n lÖ phÝ!
LOC_MSG_TONG_CREATE_UNION_ERROR2	§· trong nhãm liªn minh, kh«ng thÓ lËp liªn minh kh¸c!
LOC_MSG_TONG_CREATE_UNION_ERROR4	Bang héi nµy kh«ng tån t¹i!
LOC_MSG_TONG_CREATE_UNION_ERROR5	Tªn bang héi hoÆc tªn liªn minh bang héi ®· tån t¹i!
LOC_MSG_TONG_CREATE_UNION_SUCCESS	Liªn minh bang héi ch­a cã thµnh viªn.
LOC_MSG_TONG_REQUEST_ADD	%s xin phÐp gia nhËp bang héi!
LOC_MSG_CANT_SWITCH_HORSE	B¹n ®· qu¸ mÖt, kh«ng thÓ lªn xuèng ngùa!
LOC_MSG_CANT_SWITCH_HORSE_WHEN_SIT	B¹n ®ang ngåi, kh«ng thÓ lªn ngùa!
LOC_MSG_SOMEONE_GIVE_YOU_MONEY	%s tÆng b¹n mét Ýt ng©n l­îng!
LOC_MSG_YOU_GIVE_SOMEONE_MONEY	B¹n ®· tÆng %s mét Ýt ng©n l­îng.
LOC_MSG_ENCHASER_SUCCESS	Thao t¸c kh¶m n¹m B¶o Th¹ch thµnh c«ng!
LOC_MSG_ENCHASER_MAGICATTRIBISFULL	Thao t¸c kh¶m n¹m B¶o Th¹ch thÊt b¹i!
LOC_MSG_ENCHASER_SERIESISSAME	Thao t¸c kh¶m n¹m B¶o Th¹ch thÊt b¹i!
LOC_MSG_ENCHASER_LEVELISFULL	Thao t¸c kh¶m n¹m B¶o Th¹ch thÊt b¹i!
LOC_MSG_ENCHASER_ITEMISINVALID	Thao t¸c kh¶m n¹m B¶o Th¹ch thÊt b¹i!
LOC_MSG_ENCHASER_CONDITIONISVALID	Thao t¸c kh¶m n¹m B¶o Th¹ch thÊt b¹i!
LOC_MSG_ENCHASER_UNCONDITION	Thao t¸c kh¶m n¹m B¶o Th¹ch thÊt b¹i!
LOC_MSG_STALL_SELL_ERR_GENERIC	Bµy b¸n thÊt b¹i!
LOC_MSG_STALL_SELL_ERR_PLAYER_LEVEL	D­íi cÊp %d kh«ng thÓ bµy b¸n!
LOC_MSG_STALL_SELL_ERR_PLAYER_POSITION	ChØ cã thÓ bµy b¸n trong khu vùc thµnh thÞ!
LOC_MSG_STALL_SELL_ERR_PLAYER_STATUS	Kh«ng thÓ bµy b¸n khi ®ang tæ ®éi hoÆc giao dÞch!
LOC_MSG_STALL_SELL_ERR_ITEM_COUNT	Ch­a ®Æt vËt phÈm vµo r­¬ng hµng b¸n!
LOC_MSG_STALL_SELL_ERR_ITEM_MARKPRICE	Ch­a ®Þnh gi¸ cho %s!
LOC_MSG_STALL_SELL_ERR_NO_ADV	Ch­a ®Æt lêi qu¶ng c¸o!
LOC_MSG_STALL_SELL_START	Tr¹ng th¸i bµy b¸n cÊp %d!
LOC_MSG_STALL_SELL_STOP	B¹n ®· xÕp cÊt hµng!
LOC_MSG_STALL_BUY_ERR_NOT_SELLING	Ng­êi b¸n ®· xÕp cÊt hµng!
LOC_MSG_STALL_BUY_ERR_ITEM_UNEXISTED	VËt phÈm nµy ®· b¸n ra, hoÆc ng­êi b¸n ®· ®æi ý!
LOC_MSG_STALL_BUY_ERR_ITEM_PRICE_CHANGED	Ng­êi b¸n ®· thay ®æi gi¸!
LOC_MSG_STALL_BUY_ERR_NO_SPACE	Kh«ng cßn chç trèng!
LOC_MSG_STALL_BUY_ERR_NO_MONEY	B¹n kh«ng ®ñ ng©n l­îng!
LOC_MSG_STALL_BUY_ERR_OVER_CARRY	B¹n ®· mang theo vËt phÈm qu¸ nÆng!
LOC_MSG_STALL_TRADE_SUCCESS	%s ®· mua  %s cña b¹n!
LOC_MSG_STALL_MARK_PRICE_OVER_LIMIT	Xin chó ý, tæng gi¸ thiÕt lËp vµ sè tiÒn trªn ng­êi b¹n ®· v­ît qu¸ giíi h¹n!
LOC_MSG_REPUTATION_REACH_LEVEL_LIMIT	§iÓm danh väng cña b¹n ®· ®¹t giíi h¹n!
LOC_MSG_KILLER_NO_TASK	HiÖn t¹i ch­a cã nhiÖm vô truy s¸t nµo!
LOC_MSG_KILLER_NO_CANCEL	Xin tu©n thñ ®¹o ®øc nghÒ nghiÖp cña s¸t thñ.
LOC_MSG_BOX_MUST_UNLOCK	§å trªn ng­êi ®· bÞ khãa, xin h·y më khãa r­¬ng!
LOC_G_COMPOSE_CLEW_1	B¹n cßn thiÕu nguyªn liÖu!
LOC_G_COMPOSE_CLEW_2	Kh«ng ®ñ c«ng cô chÕ t¹o!
LOC_G_COMPOSE_CLEW_3	ThÓ lùc hiÖn t¹i kh«ng ®ñ ®Ó chÕ t¹o vËt phÈm nµy!
LOC_G_COMPOSE_CLEW_4	B¹n hiÖn t¹i cã thÓ chÕ t¹o!
LOC_G_COMPOSE_CLEW_5	Ch­a ghi nhí khu vùc dïng ®Ó luyÖn bïa
LOC_G_COMPOSE_CLEW_6	Träng l­îng hµnh trang cho phÐp kh«ng ®ñ ®Ó ®Æt vµo vËt phÈm chÕ t¹o!
LOC_G_COMPOSE_CLEW_7	Hµnh trang kh«ng ®ñ chç trèng ®Ó ®Æt vµo vËt phÈm chÕ t¹o!
LOC_G_COMPOSE_CLEW_8	C¸ch chÕ t¹o nµy kh«ng cho phÐp thªm vµo vËt phÈm!
LOC_G_COMPOSE_CLEW_9	B¹n kh«ng thÓ sö dông kü n¨ng nµy ë ®©y!
LOC_MSG_COMPOSE_CLEW_1	Xin ®îi trong gi©y l¸t...
LOC_MSG_COMPOSE_CLEW_2	Chóc mõng! B¹n ®· chÕ t¹o thµnh c«ng!
LOC_MSG_COMPOSE_CLEW_3	ChÕ t¹o thÊt b¹i! LÇn sau thö l¹i nhÐ!
LOC_MSG_COMPOSE_CLEW_4	B¹n ®· dõng viÖc chÕ t¹o!
LOC_MSG_MULTY_COMPOSE_CLEW	ChÕ t¹o hoµn tÊt!
LOC_MSG_GOLD	 Kim 
LOC_MSG_SILVER	 b¹c 
LOC_MSG_COPPER	 §ång 
LOC_MSG_CANCEL_DELETE_WAIT	lêi xin xãa nh©n vËt nµy ®· hñy.
LOC_MSG_LAST_LOGIN_TIME	LÇn ®¨ng nhËp tr­íc: th¸ng %d ngµy %d  %d giê %d phót, lÇn tho¸t th¸ng %d ngµy %d %d giê %d phót, ®· sö dông hÕt %d giê %d phót
LOC_MSG_LAST_LOGIN_IP	IP ®¨ng nhËp lÇn tr­íc %s
LOC_G_ANTI_PLUG_CLEW	  T×m mét lùa chän khíp víi hµng thø <color=red>%d<color>,  ch÷ thø <color=red>%d<color> cña h×nh bªn tr¸i,  sau ®ã nhÊn x¸c nhËn ®Ó hoµn tÊt..
LOC_G_ANTI_PLUG_CLEW2	  HiÖn tai b¹n cßn <color=red>%d<color> c¬ héi tr¶ lêi c©u hái chèng autoplay, trong vßng <color=red>%d<color> gi©y ph¶i hoµn thµnh, c¸m ¬n b¹n ®· hîp t¸c!
LOC_G_ANTI_PLUG_CLEW3	  H·y chän 1 ký tù khíp víi <color=red>ký tù thø %d<color> bªn tr¸i h×nh trªn vµ nhÊp x¸c nhËn!.
LOC_G_FRIENDLINESS	H¶o c¶m %d
LOC_G_CONFIRM_WORD	§ång ý
LOC_G_CANCEL_WORD	Hñy bá
LOC_G_NO_WORD	Ch­a
LOC_G_ACCEPT_WORD	§ång ý
LOC_G_ACCEPT1_WORD	TiÕp nhËn
LOC_G_REFUSE_WORD	Cù tuyÖt
LOC_G_EXIT_GAME_NOW	Tho¸t ngay
LOC_G_CANCEL_EXIT_GAME	Trë l¹i
LOC_G_EXIT_GAME_LEFT_TIME	             %2d gi©y sau sÏ tho¸t...
LOC_G_MSG_EXCHANGE_FAIL	§­êng ®i phÝa tr­íc ch­a th«ng!
LOC_G_BLACKLIST_UNITNAME	Sæ ®en
LOC_G_GSCHANGEDNOTIFY_0	Xin nhËp vµo tªn ®èi ph­¬ng:
LOC_G_GSCHANGEDNOTIFY_1	%s bÞ ®­a vµo Sæ ®en
LOC_G_GSCHANGEDNOTIFY_2	Xin lçi, kªnh ch­a ®­îc më, kh«ng thÓ gëi tin nh¾n!
LOC_G_GSCHANGEDNOTIFY_3	%s ®· rêi m¹ng, sÏ nhËn ®­îc tin sau khi lªn m¹ng.
LOC_G_GSCHANGEDNOTIFY_4	Xin lçi, %s ®· rêi m¹ng, kh«ng thÓ chuyÓn ph¸t tin nh¾n!
LOC_G_GSCHANGEDNOTIFY_5	ChuyÓn ph¸t vµo %d th¸ng %d ngµy %d:%02d: 
LOC_G_GSCHANGEDNOTIFY_6	TÇn sè GM: Xin nhËp \[gm]\"
LOC_G_SHORTCUTKEY_0	Hñy bá chÕ ®é rêi m¹ng chuyÓn ph¸t tin nh¾n.
LOC_G_SHORTCUTKEY_1	ThiÕt lËp chÕ ®é rêi m¹ng chuyÓn ph¸t tin nh¾n cho %s.
LOC_G_SHORTCUTKEY_2	ThiÕt lËp chuyÓn ph¸t tin nh¾n cho %s! \n nhËp vµo /OfflineTrans ®Ó hñy bá thiÕt lËp nµy.
LOC_G_SHORTCUTKEY_3	Trß ch¬i d¹ng 3D. Xin khëi ®éng l¹i trß ch¬i!
LOC_G_SHORTCUTKEY_4	Trß ch¬i d¹ng 2D. Xin khëi ®éng l¹i trß ch¬i!
LOC_G_SHORTCUTKEY_5	Trß ch¬i d¹ng toµn mµn h×nh, hiÓn thÞ cho lÇn sau ®¨ng nhËp.
LOC_G_SHORTCUTKEY_6	Trß ch¬i d¹ng cöa sæ, hiÓn thÞ cho lÇn sau ®¨ng nhËp.
LOC_G_CHATPHRASE_0	Cã lÏ lóc nµy t«i ®i ra ngoµi nªn kh«ng tr¶ lêi b¹n ®­îc.
LOC_G_CHATPHRASE_1	§ang luyÖn c«ng, xin ®õng quÊy rÇy!
LOC_G_CHATPHRASE_2	T«i ®ang ¨n c¬m, liªn hÖ l¹i sau nhÐ!
LOC_G_CHATPHRASE_3	T«i cã viÖc ph¶i ®i, chót n÷a gÆp l¹i nhÐ!
LOC_G_UiChatPhrase_0	Xin chó ý ng«n ng÷ t¸n gÉu!!
LOC_G_UiChatPhrase_1	Tù ®éng tr¶ lêi
LOC_G_UiChatPhrase_2	Hñy bá tù ®éng tr¶ lêi
LOC_G_UiChatPhrase_3	Kinh nghiÖm %d/%d
LOC_G_UiChatPhrase_4	LuyÖn c«ng
LOC_G_UiChatPhrase_5	ChiÕn ®Êu
LOC_G_UiChatPhrase_6	§å s¸t
LOC_G_Ui_INTERACTION_APPLY_NO	HiÖn t¹i b¹n kh«ng thÓ mêi ng­êi kh¸c tham gia
LOC_G_Ui_INTERACTION_END	B¹n vµ ®èi ph­¬ng hñy bá ®éng t¸c biÓu c¶m!
LOC_G_TEAM_SELF_NOT_CAPTAIN	B¹n kh«ng ph¶i lµ ®éi tr­ëng, kh«ng thÓ mêi ng­êi kh¸c nhËp ®éi!
LOC_G_TEAM_OTHER_NOT_CAPTAIN	§èi ph­¬ng kh«ng ph¶i ®éi tr­ëng, b¹n ph¶i xin phÐp ®éi tr­ëng nhËp ®éi!
LOC_G_TEAM_ALL_IN_TEAM	§èi ph­¬ng ®· gia nhËp nhãm!
LOC_G_DEFAULT_FORMAT_STRING	XXXX v¹n XXXX l­îng
LOC_G_UiChatCentre_0	LËp nhãm
LOC_G_UiChatCentre_1	§æi tªn nhãm
LOC_G_UiChatCentre_2	Gi¶i t¸n nhãm
LOC_G_UiChatCentre_3	Gëi tin
LOC_G_UiChatCentre_4	Hñy bá
LOC_G_UiChatCentre_5	ChuyÓn ®Õn nhãm kh¸c
LOC_G_UiChatCentre_6	Kh¸c
LOC_G_UiChatCentre_7	NhËp vµo tªn nhãm thay ®æi
LOC_G_UiChatCentre_8	NhËp vµo tªn nhãm míi
LOC_G_UIGAME_0	T¸n gÉu
LOC_G_UIGAME_1	H¶o h÷u
LOC_G_UIGAME_2	Giao dÞch
LOC_G_UIGAME_3	NhËp ®éi
LOC_G_UIGAME_4	Tæ ®éi
LOC_G_UIGAME_5	Theo sau
LOC_G_UIGAME_6	Tin tøc
LOC_G_UIGAME_7	Bang héi
LOC_G_UIGAME_8	Cõu s¸t
LOC_G_UIGAME_9	Gëi tiÒn
